Generation,Position,Frequency,Effect,Heterozygosity,Origin
1,61014,0.006950,1.050229,0.013803,1
2,61014,0.007800,1.050229,0.015478,1
3,61014,0.007500,1.050229,0.014887,1
4,61014,0.007650,1.050229,0.015183,1
5,61014,0.007250,1.050229,0.014395,1
6,61014,0.007500,1.050229,0.014887,1
7,61014,0.006850,1.050229,0.013606,1
8,61014,0.005100,1.050229,0.010148,1
9,61014,0.005300,1.050229,0.010544,1
10,61014,0.005000,1.050229,0.009950,1
11,61014,0.005150,1.050229,0.010247,1
12,61014,0.005400,1.050229,0.010742,1
13,61014,0.004950,1.050229,0.009851,1
14,61014,0.003800,1.050229,0.007571,1
15,61014,0.003600,1.050229,0.007174,1
16,61014,0.004000,1.050229,0.007968,1
17,61014,0.003750,1.050229,0.007472,1
18,61014,0.004000,1.050229,0.007968,1
19,61014,0.004250,1.050229,0.008464,1
20,61014,0.004100,1.050229,0.008166,1
21,61014,0.004050,1.050229,0.008067,1
22,61014,0.003500,1.050229,0.006976,1
23,61014,0.004100,1.050229,0.008166,1
24,61014,0.004200,1.050229,0.008365,1
25,61014,0.002800,1.050229,0.005584,1
26,61014,0.003200,1.050229,0.006380,1
27,61014,0.003300,1.050229,0.006578,1
28,61014,0.002900,1.050229,0.005783,1
29,61014,0.003400,1.050229,0.006777,1
30,61014,0.003500,1.050229,0.006976,1
31,61014,0.004100,1.050229,0.008166,1
32,61014,0.003550,1.050229,0.007075,1
33,61014,0.002550,1.050229,0.005087,1
34,61014,0.002450,1.050229,0.004888,1
35,61014,0.002150,1.050229,0.004291,1
36,61014,0.002250,1.050229,0.004490,1
37,61014,0.002150,1.050229,0.004291,1
38,61014,0.001950,1.050229,0.003892,1
39,61014,0.001950,1.050229,0.003892,1
40,61014,0.001850,1.050229,0.003693,1
41,61014,0.001650,1.050229,0.003295,1
42,61014,0.001600,1.050229,0.003195,1
43,61014,0.002050,1.050229,0.004092,1
44,61014,0.001950,1.050229,0.003892,1
45,61014,0.002200,1.050229,0.004390,1
46,61014,0.002250,1.050229,0.004490,1
47,61014,0.002500,1.050229,0.004988,1
48,61014,0.002150,1.050229,0.004291,1
49,61014,0.002950,1.050229,0.005883,1
50,61014,0.002400,1.050229,0.004788,1
51,61014,0.002600,1.050229,0.005186,1
52,61014,0.002500,1.050229,0.004988,1
53,61014,0.002900,1.050229,0.005783,1
54,61014,0.003100,1.050229,0.006181,1
55,61014,0.003150,1.050229,0.006280,1
56,61014,0.003350,1.050229,0.006678,1
57,61014,0.002850,1.050229,0.005684,1
58,61014,0.003000,1.050229,0.005982,1
59,61014,0.002800,1.050229,0.005584,1
60,61014,0.003450,1.050229,0.006876,1
61,61014,0.003100,1.050229,0.006181,1
62,61014,0.004000,1.050229,0.007968,1
63,61014,0.003550,1.050229,0.007075,1
64,61014,0.002850,1.050229,0.005684,1
65,61014,0.002900,1.050229,0.005783,1
66,61014,0.002500,1.050229,0.004988,1
67,61014,0.002250,1.050229,0.004490,1
68,61014,0.002100,1.050229,0.004191,1
69,61014,0.001500,1.050229,0.002996,1
70,61014,0.001400,1.050229,0.002796,1
71,61014,0.001250,1.050229,0.002497,1
72,61014,0.001750,1.050229,0.003494,1
73,61014,0.001600,1.050229,0.003195,1
74,61014,0.002200,1.050229,0.004390,1
75,61014,0.002350,1.050229,0.004689,1
76,61014,0.002500,1.050229,0.004988,1
77,61014,0.002200,1.050229,0.004390,1
78,61014,0.002850,1.050229,0.005684,1
79,61014,0.002700,1.050229,0.005385,1
80,61014,0.002900,1.050229,0.005783,1
81,61014,0.003150,1.050229,0.006280,1
82,61014,0.003050,1.050229,0.006081,1
83,61014,0.003000,1.050229,0.005982,1
84,61014,0.002600,1.050229,0.005186,1
85,61014,0.002450,1.050229,0.004888,1
86,61014,0.002900,1.050229,0.005783,1
87,61014,0.002800,1.050229,0.005584,1
88,61014,0.002800,1.050229,0.005584,1
89,61014,0.003250,1.050229,0.006479,1
90,61014,0.002150,1.050229,0.004291,1
91,61014,0.001500,1.050229,0.002996,1
92,61014,0.001700,1.050229,0.003394,1
93,61014,0.001900,1.050229,0.003793,1
94,61014,0.002150,1.050229,0.004291,1
95,61014,0.002100,1.050229,0.004191,1
96,61014,0.001500,1.050229,0.002996,1
97,61014,0.001500,1.050229,0.002996,1
98,61014,0.001850,1.050229,0.003693,1
99,61014,0.002050,1.050229,0.004092,1
100,61014,0.001950,1.050229,0.003892,1
101,61014,0.001600,1.050229,0.003195,1
102,61014,0.001500,1.050229,0.002996,1
103,61014,0.001400,1.050229,0.002796,1
104,61014,0.001250,1.050229,0.002497,1
105,61014,0.001550,1.050229,0.003095,1
106,61014,0.001900,1.050229,0.003793,1
107,61014,0.002000,1.050229,0.003992,1
108,61014,0.001500,1.050229,0.002996,1
109,61014,0.000900,1.050229,0.001798,1
110,61014,0.000700,1.050229,0.001399,1
111,61014,0.000800,1.050229,0.001599,1
112,61014,0.000850,1.050229,0.001699,1
113,61014,0.000850,1.050229,0.001699,1
114,61014,0.000800,1.050229,0.001599,1
115,61014,0.000500,1.050229,0.001000,1
116,61014,0.000500,1.050229,0.001000,1
117,61014,0.000700,1.050229,0.001399,1
118,61014,0.000700,1.050229,0.001399,1
119,61014,0.000600,1.050229,0.001199,1
120,61014,0.000450,1.050229,0.000900,1
121,61014,0.000300,1.050229,0.000600,1
122,61014,0.000350,1.050229,0.000700,1
123,61014,0.000600,1.050229,0.001199,1
