Generation,Position,Frequency,Effect,Heterozygosity,Origin
1,1159275,0.013050,0.404206,0.025759,1
2,1159275,0.013300,0.404206,0.026246,1
3,1159275,0.013350,0.404206,0.026344,1
4,1159275,0.014050,0.404206,0.027705,1
5,1159275,0.014050,0.404206,0.027705,1
6,1159275,0.012800,0.404206,0.025272,1
7,1159275,0.012150,0.404206,0.024005,1
8,1159275,0.012100,0.404206,0.023907,1
9,1159275,0.011450,0.404206,0.022638,1
10,1159275,0.011550,0.404206,0.022833,1
11,1159275,0.010500,0.404206,0.020780,1
12,1159275,0.010950,0.404206,0.021660,1
13,1159275,0.011050,0.404206,0.021856,1
14,1159275,0.010800,0.404206,0.021367,1
15,1159275,0.012050,0.404206,0.023810,1
16,1159275,0.011800,0.404206,0.023322,1
17,1159275,0.012000,0.404206,0.023712,1
18,1159275,0.012000,0.404206,0.023712,1
19,1159275,0.012250,0.404206,0.024200,1
20,1159275,0.013150,0.404206,0.025954,1
21,1159275,0.012550,0.404206,0.024785,1
22,1159275,0.012700,0.404206,0.025077,1
23,1159275,0.011400,0.404206,0.022540,1
24,1159275,0.010550,0.404206,0.020877,1
25,1159275,0.010150,0.404206,0.020094,1
26,1159275,0.009800,0.404206,0.019408,1
27,1159275,0.010250,0.404206,0.020290,1
28,1159275,0.009600,0.404206,0.019016,1
29,1159275,0.010200,0.404206,0.020192,1
30,1159275,0.010300,0.404206,0.020388,1
31,1159275,0.009200,0.404206,0.018231,1
32,1159275,0.009750,0.404206,0.019310,1
33,1159275,0.008750,0.404206,0.017347,1
34,1159275,0.009200,0.404206,0.018231,1
35,1159275,0.007700,0.404206,0.015281,1
36,1159275,0.008050,0.404206,0.015970,1
37,1159275,0.008250,0.404206,0.016364,1
38,1159275,0.008450,0.404206,0.016757,1
39,1159275,0.008800,0.404206,0.017445,1
40,1159275,0.009500,0.404206,0.018819,1
41,1159275,0.009450,0.404206,0.018721,1
42,1159275,0.009600,0.404206,0.019016,1
43,1159275,0.009800,0.404206,0.019408,1
44,1159275,0.009300,0.404206,0.018427,1
45,1159275,0.009500,0.404206,0.018819,1
46,1159275,0.009550,0.404206,0.018918,1
47,1159275,0.009600,0.404206,0.019016,1
48,1159275,0.008950,0.404206,0.017740,1
49,1159275,0.008200,0.404206,0.016266,1
50,1159275,0.008100,0.404206,0.016069,1
51,1159275,0.008950,0.404206,0.017740,1
52,1159275,0.009350,0.404206,0.018525,1
53,1159275,0.009650,0.404206,0.019114,1
54,1159275,0.008950,0.404206,0.017740,1
55,1159275,0.008600,0.404206,0.017052,1
56,1159275,0.009100,0.404206,0.018034,1
57,1159275,0.010100,0.404206,0.019996,1
58,1159275,0.010350,0.404206,0.020486,1
59,1159275,0.010650,0.404206,0.021073,1
60,1159275,0.009850,0.404206,0.019506,1
61,1159275,0.010900,0.404206,0.021562,1
62,1159275,0.010400,0.404206,0.020584,1
63,1159275,0.009550,0.404206,0.018918,1
64,1159275,0.010900,0.404206,0.021562,1
65,1159275,0.011250,0.404206,0.022247,1
66,1159275,0.011300,0.404206,0.022345,1
67,1159275,0.011700,0.404206,0.023126,1
68,1159275,0.012150,0.404206,0.024005,1
69,1159275,0.012100,0.404206,0.023907,1
70,1159275,0.013000,0.404206,0.025662,1
71,1159275,0.013050,0.404206,0.025759,1
72,1159275,0.011900,0.404206,0.023517,1
73,1159275,0.011500,0.404206,0.022736,1
74,1159275,0.011500,0.404206,0.022736,1
75,1159275,0.011450,0.404206,0.022638,1
76,1159275,0.011700,0.404206,0.023126,1
77,1159275,0.012250,0.404206,0.024200,1
78,1159275,0.010950,0.404206,0.021660,1
79,1159275,0.012150,0.404206,0.024005,1
80,1159275,0.011500,0.404206,0.022736,1
81,1159275,0.011350,0.404206,0.022442,1
82,1159275,0.010750,0.404206,0.021269,1
83,1159275,0.010750,0.404206,0.021269,1
84,1159275,0.011100,0.404206,0.021954,1
85,1159275,0.009700,0.404206,0.019212,1
86,1159275,0.009950,0.404206,0.019702,1
87,1159275,0.010950,0.404206,0.021660,1
88,1159275,0.010050,0.404206,0.019898,1
89,1159275,0.011450,0.404206,0.022638,1
90,1159275,0.010400,0.404206,0.020584,1
91,1159275,0.011350,0.404206,0.022442,1
92,1159275,0.010850,0.404206,0.021465,1
93,1159275,0.011500,0.404206,0.022736,1
94,1159275,0.010900,0.404206,0.021562,1
95,1159275,0.011350,0.404206,0.022442,1
96,1159275,0.011550,0.404206,0.022833,1
97,1159275,0.011600,0.404206,0.022931,1
98,1159275,0.011700,0.404206,0.023126,1
99,1159275,0.012600,0.404206,0.024882,1
100,1159275,0.012000,0.404206,0.023712,1
101,1159275,0.014350,0.404206,0.028288,1
102,1159275,0.013250,0.404206,0.026149,1
103,1159275,0.012450,0.404206,0.024590,1
104,1159275,0.011600,0.404206,0.022931,1
105,1159275,0.012300,0.404206,0.024297,1
106,1159275,0.011700,0.404206,0.023126,1
107,1159275,0.012250,0.404206,0.024200,1
108,1159275,0.013250,0.404206,0.026149,1
109,1159275,0.012500,0.404206,0.024688,1
110,1159275,0.013100,0.404206,0.025857,1
111,1159275,0.012750,0.404206,0.025175,1
112,1159275,0.012650,0.404206,0.024980,1
113,1159275,0.013300,0.404206,0.026246,1
114,1159275,0.013700,0.404206,0.027025,1
115,1159275,0.014550,0.404206,0.028677,1
116,1159275,0.014800,0.404206,0.029162,1
117,1159275,0.013950,0.404206,0.027511,1
118,1159275,0.015300,0.404206,0.030132,1
119,1159275,0.015300,0.404206,0.030132,1
120,1159275,0.014600,0.404206,0.028774,1
121,1159275,0.014850,0.404206,0.029259,1
122,1159275,0.013850,0.404206,0.027316,1
123,1159275,0.014650,0.404206,0.028871,1
124,1159275,0.013300,0.404206,0.026246,1
125,1159275,0.013350,0.404206,0.026344,1
126,1159275,0.014000,0.404206,0.027608,1
127,1159275,0.013550,0.404206,0.026733,1
128,1159275,0.013050,0.404206,0.025759,1
129,1159275,0.012950,0.404206,0.025565,1
130,1159275,0.011900,0.404206,0.023517,1
131,1159275,0.012550,0.404206,0.024785,1
132,1159275,0.011900,0.404206,0.023517,1
133,1159275,0.012100,0.404206,0.023907,1
134,1159275,0.010700,0.404206,0.021171,1
135,1159275,0.010900,0.404206,0.021562,1
136,1159275,0.010150,0.404206,0.020094,1
137,1159275,0.009750,0.404206,0.019310,1
138,1159275,0.009600,0.404206,0.019016,1
139,1159275,0.010350,0.404206,0.020486,1
140,1159275,0.010250,0.404206,0.020290,1
141,1159275,0.011550,0.404206,0.022833,1
142,1159275,0.011650,0.404206,0.023029,1
143,1159275,0.010850,0.404206,0.021465,1
144,1159275,0.010000,0.404206,0.019800,1
145,1159275,0.010500,0.404206,0.020780,1
146,1159275,0.012000,0.404206,0.023712,1
147,1159275,0.011550,0.404206,0.022833,1
148,1159275,0.011300,0.404206,0.022345,1
149,1159275,0.009150,0.404206,0.018133,1
150,1159275,0.009750,0.404206,0.019310,1
151,1159275,0.008950,0.404206,0.017740,1
152,1159275,0.009100,0.404206,0.018034,1
153,1159275,0.009450,0.404206,0.018721,1
154,1159275,0.009700,0.404206,0.019212,1
155,1159275,0.009300,0.404206,0.018427,1
156,1159275,0.007800,0.404206,0.015478,1
157,1159275,0.007850,0.404206,0.015577,1
158,1159275,0.008550,0.404206,0.016954,1
159,1159275,0.008900,0.404206,0.017642,1
160,1159275,0.009050,0.404206,0.017936,1
161,1159275,0.009250,0.404206,0.018329,1
162,1159275,0.008300,0.404206,0.016462,1
163,1159275,0.008050,0.404206,0.015970,1
164,1159275,0.007650,0.404206,0.015183,1
165,1159275,0.008000,0.404206,0.015872,1
166,1159275,0.007200,0.404206,0.014296,1
167,1159275,0.005850,0.404206,0.011632,1
168,1159275,0.005150,0.404206,0.010247,1
169,1159275,0.004550,0.404206,0.009059,1
170,1159275,0.005350,0.404206,0.010643,1
171,1159275,0.005550,0.404206,0.011038,1
172,1159275,0.005050,0.404206,0.010049,1
173,1159275,0.004700,0.404206,0.009356,1
174,1159275,0.005250,0.404206,0.010445,1
175,1159275,0.005100,0.404206,0.010148,1
176,1159275,0.004650,0.404206,0.009257,1
177,1159275,0.004550,0.404206,0.009059,1
178,1159275,0.005000,0.404206,0.009950,1
179,1159275,0.004900,0.404206,0.009752,1
180,1159275,0.004600,0.404206,0.009158,1
181,1159275,0.004250,0.404206,0.008464,1
