Generation,Position,Frequency,Effect,Heterozygosity,Origin
1,433135,0.000450,0.738307,0.000900,1
2,433135,0.000450,0.738307,0.000900,1
3,433135,0.000450,0.738307,0.000900,1
4,433135,0.000600,0.738307,0.001199,1
5,433135,0.000450,0.738307,0.000900,1
6,433135,0.000350,0.738307,0.000700,1
7,433135,0.000200,0.738307,0.000400,1
8,433135,0.000100,0.738307,0.000200,1
9,433135,0.000100,0.738307,0.000200,1
10,778830,0.000950,0.156883,0.001898,1
11,778830,0.000800,0.156883,0.001599,1
12,778830,0.001000,0.156883,0.001998,1
13,778830,0.000650,0.156883,0.001299,1
14,778830,0.000550,0.156883,0.001099,1
15,778830,0.000650,0.156883,0.001299,1
16,778830,0.000550,0.156883,0.001099,1
17,778830,0.000600,0.156883,0.001199,1
18,778830,0.000300,0.156883,0.000600,1
19,778830,0.000300,0.156883,0.000600,1
20,778830,0.000250,0.156883,0.000500,1
21,778830,0.000400,0.156883,0.000800,1
22,778830,0.000150,0.156883,0.000300,1
23,778830,0.000050,0.156883,0.000100,1
24,778830,0.000100,0.156883,0.000200,1
25,778830,0.000050,0.156883,0.000100,1
26,778830,0.000050,0.156883,0.000100,1
27,778830,0.000100,0.156883,0.000200,1
28,591748,0.001650,0.260863,0.003295,1
29,591748,0.001500,0.260863,0.002996,1
30,591748,0.001700,0.260863,0.003394,1
31,591748,0.001550,0.260863,0.003095,1
32,591748,0.001750,0.260863,0.003494,1
33,1071654,0.001600,0.659236,0.003195,1
34,1071654,0.001500,0.659236,0.002996,1
35,591748,0.001450,0.260863,0.002896,1
36,1071654,0.001550,0.659236,0.003095,1
37,591748,0.001500,0.260863,0.002996,1
38,591748,0.001300,0.260863,0.002597,1
39,591748,0.001500,0.260863,0.002996,1
40,591748,0.001400,0.260863,0.002796,1
41,591748,0.000900,0.260863,0.001798,1
42,591748,0.001350,0.260863,0.002696,1
43,591748,0.001250,0.260863,0.002497,1
44,591748,0.000950,0.260863,0.001898,1
45,591748,0.001100,0.260863,0.002198,1
46,591748,0.001000,0.260863,0.001998,1
47,591748,0.001000,0.260863,0.001998,1
48,1071654,0.000900,0.659236,0.001798,1
49,1071654,0.001000,0.659236,0.001998,1
50,1071654,0.000850,0.659236,0.001699,1
51,1071654,0.000500,0.659236,0.001000,1
52,1071654,0.000500,0.659236,0.001000,1
53,1071654,0.000650,0.659236,0.001299,1
54,1071654,0.000300,0.659236,0.000600,1
55,1071654,0.000500,0.659236,0.001000,1
56,1071654,0.000600,0.659236,0.001199,1
57,1071654,0.000400,0.659236,0.000800,1
58,591748,0.000650,0.260863,0.001299,1
59,591748,0.000400,0.260863,0.000800,1
60,1071654,0.000500,0.659236,0.001000,1
61,1071654,0.000350,0.659236,0.000700,1
62,1071654,0.000200,0.659236,0.000400,1
63,1071654,0.000250,0.659236,0.000500,1
64,1071654,0.000200,0.659236,0.000400,1
65,591748,0.000200,0.260863,0.000400,1
66,591748,0.000100,0.260863,0.000200,1
67,591748,0.000050,0.260863,0.000100,1
68,1071654,0.000150,0.659236,0.000300,1
69,1071654,0.000150,0.659236,0.000300,1
70,1071654,0.000250,0.659236,0.000500,1
71,1071654,0.000200,0.659236,0.000400,1
72,1071654,0.000200,0.659236,0.000400,1
73,1071654,0.000300,0.659236,0.000600,1
74,1071654,0.000250,0.659236,0.000500,1
75,1071654,0.000100,0.659236,0.000200,1
