Generation,Position,Frequency,Effect,Origin
1,610140,0.099650,0.088816,1
2,610140,0.096500,0.088816,1
3,610140,0.095650,0.088816,1
4,610140,0.096650,0.088816,1
5,610140,0.099900,0.088816,1
6,610140,0.101600,0.088816,1
7,610140,0.101800,0.088816,1
8,610140,0.101750,0.088816,1
9,610140,0.101700,0.088816,1
10,610140,0.104600,0.088816,1
11,610140,0.105000,0.088816,1
12,610140,0.106200,0.088816,1
13,610140,0.105100,0.088816,1
14,610140,0.106600,0.088816,1
15,610140,0.104900,0.088816,1
16,610140,0.109350,0.088816,1
17,610140,0.107900,0.088816,1
18,610140,0.108400,0.088816,1
19,610140,0.109550,0.088816,1
20,610140,0.112450,0.088816,1
21,610140,0.115750,0.088816,1
22,610140,0.112550,0.088816,1
23,610140,0.110350,0.088816,1
24,610140,0.111650,0.088816,1
25,610140,0.113000,0.088816,1
26,610140,0.105000,0.088816,1
27,610140,0.102000,0.088816,1
28,610140,0.094500,0.088816,1
29,610140,0.098000,0.088816,1
30,610140,0.090000,0.088816,1
31,610140,0.092000,0.088816,1
32,610140,0.092500,0.088816,1
33,610140,0.094500,0.088816,1
34,610140,0.102000,0.088816,1
35,610140,0.097000,0.088816,1
36,610140,0.107000,0.088816,1
37,610140,0.113500,0.088816,1
38,610140,0.108000,0.088816,1
39,610140,0.112500,0.088816,1
40,610140,0.105000,0.088816,1
41,610140,0.114000,0.088816,1
42,610140,0.120500,0.088816,1
43,610140,0.127000,0.088816,1
44,610140,0.132000,0.088816,1
45,610140,0.136000,0.088816,1
46,610140,0.141000,0.088816,1
47,610140,0.147000,0.088816,1
48,610140,0.148000,0.088816,1
49,610140,0.146500,0.088816,1
50,610140,0.140500,0.088816,1
51,610140,0.147000,0.088816,1
52,610140,0.145100,0.088816,1
53,610140,0.144700,0.088816,1
54,610140,0.154000,0.088816,1
55,610140,0.152400,0.088816,1
56,610140,0.152300,0.088816,1
57,610140,0.150900,0.088816,1
58,610140,0.150500,0.088816,1
59,610140,0.153200,0.088816,1
60,610140,0.149300,0.088816,1
61,610140,0.148300,0.088816,1
62,610140,0.146300,0.088816,1
63,610140,0.147400,0.088816,1
64,610140,0.149100,0.088816,1
65,610140,0.149600,0.088816,1
66,610140,0.155900,0.088816,1
67,610140,0.167000,0.088816,1
68,610140,0.170000,0.088816,1
69,610140,0.168700,0.088816,1
70,610140,0.176900,0.088816,1
71,610140,0.177800,0.088816,1
72,610140,0.179000,0.088816,1
73,610140,0.181700,0.088816,1
74,610140,0.190000,0.088816,1
75,610140,0.195600,0.088816,1
76,610140,0.199100,0.088816,1
77,610140,0.197900,0.088816,1
78,610140,0.206850,0.088816,1
79,610140,0.209050,0.088816,1
80,610140,0.207450,0.088816,1
81,610140,0.209250,0.088816,1
82,610140,0.215050,0.088816,1
83,610140,0.220750,0.088816,1
84,610140,0.224950,0.088816,1
85,610140,0.227100,0.088816,1
86,610140,0.234100,0.088816,1
87,610140,0.238900,0.088816,1
88,610140,0.241450,0.088816,1
89,610140,0.245800,0.088816,1
90,610140,0.248500,0.088816,1
91,610140,0.242900,0.088816,1
92,610140,0.246150,0.088816,1
93,610140,0.248700,0.088816,1
94,610140,0.251450,0.088816,1
95,610140,0.257450,0.088816,1
96,610140,0.259950,0.088816,1
97,610140,0.268200,0.088816,1
98,610140,0.273400,0.088816,1
99,610140,0.270950,0.088816,1
100,610140,0.271750,0.088816,1
101,610140,0.265000,0.088816,1
102,610140,0.271500,0.088816,1
103,610140,0.270500,0.088816,1
104,610140,0.286000,0.088816,1
105,610140,0.292500,0.088816,1
106,610140,0.302500,0.088816,1
107,610140,0.292000,0.088816,1
108,610140,0.292500,0.088816,1
109,610140,0.286500,0.088816,1
110,610140,0.299000,0.088816,1
111,610140,0.303500,0.088816,1
112,610140,0.316000,0.088816,1
113,610140,0.301500,0.088816,1
114,610140,0.304000,0.088816,1
115,610140,0.324000,0.088816,1
116,610140,0.332500,0.088816,1
117,610140,0.328500,0.088816,1
118,610140,0.335000,0.088816,1
119,610140,0.359500,0.088816,1
120,610140,0.365000,0.088816,1
121,610140,0.369500,0.088816,1
122,610140,0.369000,0.088816,1
123,610140,0.375000,0.088816,1
124,610140,0.372500,0.088816,1
125,610140,0.370500,0.088816,1
126,610140,0.365600,0.088816,1
127,610140,0.377100,0.088816,1
128,610140,0.374100,0.088816,1
129,610140,0.377100,0.088816,1
130,610140,0.368400,0.088816,1
131,610140,0.377100,0.088816,1
132,610140,0.373200,0.088816,1
133,610140,0.373400,0.088816,1
134,610140,0.376500,0.088816,1
135,610140,0.384100,0.088816,1
136,610140,0.394500,0.088816,1
137,610140,0.394600,0.088816,1
138,610140,0.396300,0.088816,1
139,610140,0.398600,0.088816,1
140,610140,0.399800,0.088816,1
141,610140,0.405700,0.088816,1
142,610140,0.415100,0.088816,1
143,610140,0.418800,0.088816,1
144,610140,0.423100,0.088816,1
145,610140,0.433700,0.088816,1
146,610140,0.439600,0.088816,1
147,610140,0.451800,0.088816,1
148,610140,0.456700,0.088816,1
149,610140,0.460800,0.088816,1
150,610140,0.466200,0.088816,1
151,610140,0.467400,0.088816,1
152,610140,0.468850,0.088816,1
153,610140,0.471300,0.088816,1
154,610140,0.475050,0.088816,1
155,610140,0.481350,0.088816,1
156,610140,0.482400,0.088816,1
157,610140,0.488550,0.088816,1
158,610140,0.488050,0.088816,1
159,610140,0.488750,0.088816,1
160,610140,0.492150,0.088816,1
161,610140,0.496750,0.088816,1
162,610140,0.503350,0.088816,1
163,610140,0.502400,0.088816,1
164,610140,0.507400,0.088816,1
165,610140,0.513250,0.088816,1
166,610140,0.511450,0.088816,1
167,610140,0.510000,0.088816,1
168,610140,0.516550,0.088816,1
169,610140,0.518200,0.088816,1
170,610140,0.518600,0.088816,1
171,610140,0.521350,0.088816,1
172,610140,0.521350,0.088816,1
173,610140,0.530000,0.088816,1
174,610140,0.527450,0.088816,1
175,610140,0.534650,0.088816,1
176,610140,0.544500,0.088816,1
177,610140,0.538500,0.088816,1
178,610140,0.518000,0.088816,1
179,610140,0.525000,0.088816,1
180,610140,0.524500,0.088816,1
181,610140,0.529000,0.088816,1
182,610140,0.523000,0.088816,1
183,610140,0.546000,0.088816,1
184,610140,0.554000,0.088816,1
185,610140,0.548500,0.088816,1
186,610140,0.549000,0.088816,1
187,610140,0.559000,0.088816,1
188,610140,0.530000,0.088816,1
189,610140,0.533000,0.088816,1
190,610140,0.547500,0.088816,1
191,610140,0.549500,0.088816,1
192,610140,0.539500,0.088816,1
193,610140,0.533500,0.088816,1
194,610140,0.526000,0.088816,1
195,610140,0.547000,0.088816,1
196,610140,0.530000,0.088816,1
197,610140,0.542000,0.088816,1
198,610140,0.545000,0.088816,1
199,610140,0.536500,0.088816,1
200,610140,0.526500,0.088816,1
201,610140,0.526900,0.088816,1
202,610140,0.529100,0.088816,1
203,610140,0.535000,0.088816,1
204,610140,0.536300,0.088816,1
205,610140,0.538100,0.088816,1
206,610140,0.542700,0.088816,1
207,610140,0.545500,0.088816,1
208,610140,0.550300,0.088816,1
209,610140,0.555900,0.088816,1
210,610140,0.560700,0.088816,1
211,610140,0.565200,0.088816,1
212,610140,0.565100,0.088816,1
213,610140,0.566100,0.088816,1
214,610140,0.567100,0.088816,1
215,610140,0.571700,0.088816,1
216,610140,0.577000,0.088816,1
217,610140,0.579400,0.088816,1
218,610140,0.585000,0.088816,1
219,610140,0.582900,0.088816,1
220,610140,0.579300,0.088816,1
221,610140,0.580900,0.088816,1
222,610140,0.580300,0.088816,1
223,610140,0.585200,0.088816,1
224,610140,0.587600,0.088816,1
225,610140,0.591900,0.088816,1
226,610140,0.593700,0.088816,1
227,610140,0.592100,0.088816,1
228,610140,0.594650,0.088816,1
229,610140,0.591750,0.088816,1
230,610140,0.591050,0.088816,1
231,610140,0.591800,0.088816,1
232,610140,0.595400,0.088816,1
233,610140,0.598950,0.088816,1
234,610140,0.606650,0.088816,1
235,610140,0.615150,0.088816,1
236,610140,0.613600,0.088816,1
237,610140,0.614500,0.088816,1
238,610140,0.611550,0.088816,1
239,610140,0.616850,0.088816,1
240,610140,0.613850,0.088816,1
241,610140,0.612450,0.088816,1
242,610140,0.615750,0.088816,1
243,610140,0.617950,0.088816,1
244,610140,0.614400,0.088816,1
245,610140,0.616250,0.088816,1
246,610140,0.622450,0.088816,1
247,610140,0.626800,0.088816,1
248,610140,0.634400,0.088816,1
249,610140,0.636650,0.088816,1
250,610140,0.638750,0.088816,1
251,610140,0.651000,0.088816,1
252,610140,0.648000,0.088816,1
253,610140,0.658000,0.088816,1
254,610140,0.654000,0.088816,1
255,610140,0.650500,0.088816,1
256,610140,0.673000,0.088816,1
257,610140,0.659000,0.088816,1
258,610140,0.646000,0.088816,1
259,610140,0.644000,0.088816,1
260,610140,0.645000,0.088816,1
261,610140,0.650000,0.088816,1
262,610140,0.662000,0.088816,1
263,610140,0.655500,0.088816,1
264,610140,0.652500,0.088816,1
265,610140,0.651500,0.088816,1
266,610140,0.656500,0.088816,1
267,610140,0.653500,0.088816,1
268,610140,0.654000,0.088816,1
269,610140,0.651500,0.088816,1
270,610140,0.652500,0.088816,1
271,610140,0.669000,0.088816,1
272,610140,0.668500,0.088816,1
273,610140,0.665000,0.088816,1
274,610140,0.655000,0.088816,1
275,610140,0.668500,0.088816,1
276,610140,0.676600,0.088816,1
277,610140,0.680200,0.088816,1
278,610140,0.681900,0.088816,1
279,610140,0.681400,0.088816,1
280,610140,0.685400,0.088816,1
281,610140,0.688200,0.088816,1
282,610140,0.691700,0.088816,1
283,610140,0.700100,0.088816,1
