Generation,Position,Frequency,Effect,Origin
1,915217,0.921650,0.512916,1
1,549130,0.780900,0.396039,1
1,1037246,0.722300,2.373807,1
1,793188,0.702300,0.688486,1
1,305072,0.630000,1.556883,1
1,183043,0.612900,2.078096,1
1,671159,0.435050,1.885420,1
1,427101,0.427050,0.219771,1
1,61014,0.075850,2.152129,1
1,1159275,0.013050,0.404206,1
2,915217,0.922350,0.512916,1
2,549130,0.781250,0.396039,1
2,1037246,0.723050,2.373807,1
2,793188,0.695500,0.688486,1
2,305072,0.630000,1.556883,1
2,183043,0.610750,2.078096,1
2,671159,0.440200,1.885420,1
2,427101,0.424100,0.219771,1
2,61014,0.077850,2.152129,1
2,1159275,0.013300,0.404206,1
3,915217,0.922650,0.512916,1
3,549130,0.781950,0.396039,1
3,1037246,0.717450,2.373807,1
3,793188,0.693050,0.688486,1
3,305072,0.619550,1.556883,1
3,183043,0.607100,2.078096,1
3,671159,0.443750,1.885420,1
3,427101,0.420400,0.219771,1
3,61014,0.078150,2.152129,1
3,1159275,0.013300,0.404206,1
4,915217,0.919950,0.512916,1
4,549130,0.780550,0.396039,1
4,1037246,0.719750,2.373807,1
4,793188,0.696400,0.688486,1
4,305072,0.612900,1.556883,1
4,183043,0.604900,2.078096,1
4,671159,0.439150,1.885420,1
4,427101,0.417550,0.219771,1
4,61014,0.076700,2.152129,1
4,1159275,0.014050,0.404206,1
5,915217,0.917900,0.512916,1
5,549130,0.780750,0.396039,1
5,1037246,0.716450,2.373807,1
5,793188,0.694500,0.688486,1
5,305072,0.609500,1.556883,1
5,183043,0.609050,2.078096,1
5,671159,0.435100,1.885420,1
5,427101,0.419300,0.219771,1
5,61014,0.077050,2.152129,1
5,1159275,0.014550,0.404206,1
6,915217,0.919600,0.512916,1
6,549130,0.780650,0.396039,1
6,1037246,0.716050,2.373807,1
6,793188,0.694550,0.688486,1
6,305072,0.612700,1.556883,1
6,183043,0.610550,2.078096,1
6,671159,0.426550,1.885420,1
6,427101,0.420000,0.219771,1
6,61014,0.076550,2.152129,1
6,1159275,0.013800,0.404206,1
7,915217,0.918450,0.512916,1
7,549130,0.778850,0.396039,1
7,1037246,0.716950,2.373807,1
7,793188,0.696450,0.688486,1
7,305072,0.611500,1.556883,1
7,183043,0.606500,2.078096,1
7,671159,0.428350,1.885420,1
7,427101,0.413650,0.219771,1
7,61014,0.075000,2.152129,1
7,1159275,0.013200,0.404206,1
8,915217,0.920250,0.512916,1
8,549130,0.778550,0.396039,1
8,1037246,0.712650,2.373807,1
8,793188,0.699550,0.688486,1
8,183043,0.609000,2.078096,1
8,305072,0.604150,1.556883,1
8,671159,0.426600,1.885420,1
8,427101,0.413150,0.219771,1
8,61014,0.076700,2.152129,1
8,1159275,0.012950,0.404206,1
9,915217,0.920250,0.512916,1
9,549130,0.780200,0.396039,1
9,1037246,0.719200,2.373807,1
9,793188,0.696850,0.688486,1
9,183043,0.608700,2.078096,1
9,305072,0.600550,1.556883,1
9,671159,0.427050,1.885420,1
9,427101,0.413950,0.219771,1
9,61014,0.075450,2.152129,1
9,1159275,0.012550,0.404206,1
10,915217,0.920600,0.512916,1
10,549130,0.782400,0.396039,1
10,1037246,0.713300,2.373807,1
10,793188,0.696600,0.688486,1
10,183043,0.607600,2.078096,1
10,305072,0.602650,1.556883,1
10,671159,0.426300,1.885420,1
10,427101,0.419850,0.219771,1
10,61014,0.078050,2.152129,1
10,1159275,0.012650,0.404206,1
11,915217,0.919000,0.512916,1
11,549130,0.784350,0.396039,1
11,1037246,0.713200,2.373807,1
11,793188,0.696950,0.688486,1
11,183043,0.610150,2.078096,1
11,305072,0.606450,1.556883,1
11,671159,0.425350,1.885420,1
11,427101,0.420150,0.219771,1
11,61014,0.078350,2.152129,1
11,1159275,0.012000,0.404206,1
12,915217,0.920450,0.512916,1
12,549130,0.781250,0.396039,1
12,1037246,0.710750,2.373807,1
12,793188,0.697250,0.688486,1
12,183043,0.609850,2.078096,1
12,305072,0.605300,1.556883,1
12,671159,0.423000,1.885420,1
12,427101,0.419450,0.219771,1
12,61014,0.078500,2.152129,1
12,1159275,0.011900,0.404206,1
13,915217,0.920250,0.512916,1
13,549130,0.782600,0.396039,1
13,1037246,0.708600,2.373807,1
13,793188,0.696350,0.688486,1
13,183043,0.607850,2.078096,1
13,305072,0.603000,1.556883,1
13,427101,0.420150,0.219771,1
13,671159,0.417100,1.885420,1
13,61014,0.076750,2.152129,1
13,1159275,0.012300,0.404206,1
14,915217,0.918500,0.512916,1
14,549130,0.780400,0.396039,1
14,1037246,0.705550,2.373807,1
14,793188,0.700250,0.688486,1
14,183043,0.603300,2.078096,1
14,305072,0.600300,1.556883,1
14,427101,0.416650,0.219771,1
14,671159,0.412550,1.885420,1
14,61014,0.074850,2.152129,1
14,1159275,0.012050,0.404206,1
15,915217,0.920350,0.512916,1
15,549130,0.773150,0.396039,1
15,1037246,0.700500,2.373807,1
15,793188,0.695900,0.688486,1
15,305072,0.603650,1.556883,1
15,183043,0.595500,2.078096,1
15,427101,0.413550,0.219771,1
15,671159,0.409050,1.885420,1
15,61014,0.074000,2.152129,1
15,1159275,0.012500,0.404206,1
16,915217,0.917850,0.512916,1
16,549130,0.778800,0.396039,1
16,1037246,0.702800,2.373807,1
16,793188,0.694250,0.688486,1
16,305072,0.602200,1.556883,1
16,183043,0.593300,2.078096,1
16,427101,0.411400,0.219771,1
16,671159,0.409050,1.885420,1
16,61014,0.076250,2.152129,1
16,1159275,0.012450,0.404206,1
17,915217,0.914300,0.512916,1
17,549130,0.780000,0.396039,1
17,1037246,0.700500,2.373807,1
17,793188,0.697150,0.688486,1
