Generation,Position,Frequency,Effect,Heterozygosity,origin
1,183043,0.963400,0.330553,0.000003,1
1,427101,0.961300,0.412421,0.000003,1
1,1159275,0.954200,2.819775,0.000003,1
1,305072,0.887700,1.357641,0.000003,1
1,61014,0.486050,3.048570,0.000003,1
1,915217,0.483000,6.392057,0.000003,1
1,671159,0.431100,2.821470,0.000003,1
1,793188,0.351650,1.499619,0.000003,1
1,549130,0.285350,1.890630,0.000003,1
1,1037246,0.163050,0.301926,0.000003,1
2,183043,0.963200,0.330553,2.50185e-06,1
2,427101,0.959950,0.412421,2.50185e-06,1
2,1159275,0.956650,2.819775,2.50185e-06,1
2,305072,0.885750,1.357641,2.50185e-06,1
2,61014,0.491750,3.048570,2.50185e-06,1
2,915217,0.476700,6.392057,2.50185e-06,1
2,671159,0.428150,2.821470,2.50185e-06,1
2,793188,0.349800,1.499619,2.50185e-06,1
2,549130,0.282850,1.890630,2.50185e-06,1
2,1037246,0.161500,0.301926,2.50185e-06,1
3,183043,0.965300,0.330553,2.49599e-06,1
3,427101,0.962450,0.412421,2.49599e-06,1
3,1159275,0.957100,2.819775,2.49599e-06,1
3,305072,0.885600,1.357641,2.49599e-06,1
3,61014,0.501050,3.048570,2.49599e-06,1
3,915217,0.484150,6.392057,2.49599e-06,1
3,671159,0.435500,2.821470,2.49599e-06,1
3,793188,0.352350,1.499619,2.49599e-06,1
3,549130,0.288050,1.890630,2.49599e-06,1
3,1037246,0.156550,0.301926,2.49599e-06,1
4,183043,0.965950,0.330553,2.50434e-06,1
4,427101,0.961300,0.412421,2.50434e-06,1
4,1159275,0.958750,2.819775,2.50434e-06,1
4,305072,0.887700,1.357641,2.50434e-06,1
4,61014,0.506950,3.048570,2.50434e-06,1
4,915217,0.494400,6.392057,2.50434e-06,1
4,671159,0.439750,2.821470,2.50434e-06,1
4,793188,0.362200,1.499619,2.50434e-06,1
4,549130,0.298600,1.890630,2.50434e-06,1
4,1037246,0.156400,0.301926,2.50434e-06,1
5,183043,0.968150,0.330553,2.50432e-06,1
5,427101,0.962350,0.412421,2.50432e-06,1
5,1159275,0.960050,2.819775,2.50432e-06,1
5,305072,0.886700,1.357641,2.50432e-06,1
5,61014,0.511100,3.048570,2.50432e-06,1
5,915217,0.499900,6.392057,2.50432e-06,1
5,671159,0.437100,2.821470,2.50432e-06,1
5,793188,0.364450,1.499619,2.50432e-06,1
5,549130,0.300850,1.890630,2.50432e-06,1
5,1037246,0.159750,0.301926,2.50432e-06,1
6,183043,0.967150,0.330553,2.50879e-06,1
6,427101,0.960450,0.412421,2.50879e-06,1
6,1159275,0.958000,2.819775,2.50879e-06,1
6,305072,0.891050,1.357641,2.50879e-06,1
6,61014,0.512050,3.048570,2.50879e-06,1
6,915217,0.508750,6.392057,2.50879e-06,1
6,671159,0.434050,2.821470,2.50879e-06,1
6,793188,0.367200,1.499619,2.50879e-06,1
6,549130,0.307900,1.890630,2.50879e-06,1
6,1037246,0.157600,0.301926,2.50879e-06,1
7,183043,0.966800,0.330553,2.5147e-06,1
7,427101,0.961000,0.412421,2.5147e-06,1
7,1159275,0.958400,2.819775,2.5147e-06,1
7,305072,0.890150,1.357641,2.5147e-06,1
7,915217,0.521000,6.392057,2.5147e-06,1
7,61014,0.509100,3.048570,2.5147e-06,1
7,671159,0.433650,2.821470,2.5147e-06,1
7,793188,0.369150,1.499619,2.5147e-06,1
7,549130,0.310000,1.890630,2.5147e-06,1
7,1037246,0.161250,0.301926,2.5147e-06,1
8,183043,0.967800,0.330553,2.50523e-06,1
8,427101,0.960300,0.412421,2.50523e-06,1
8,1159275,0.958550,2.819775,2.50523e-06,1
8,305072,0.892350,1.357641,2.50523e-06,1
8,915217,0.528600,6.392057,2.50523e-06,1
8,61014,0.512600,3.048570,2.50523e-06,1
8,671159,0.434100,2.821470,2.50523e-06,1
8,793188,0.370000,1.499619,2.50523e-06,1
8,549130,0.307650,1.890630,2.50523e-06,1
8,1037246,0.157500,0.301926,2.50523e-06,1
9,183043,0.966900,0.330553,2.51061e-06,1
9,427101,0.960400,0.412421,2.51061e-06,1
9,1159275,0.958700,2.819775,2.51061e-06,1
9,305072,0.891500,1.357641,2.51061e-06,1
9,915217,0.539550,6.392057,2.51061e-06,1
9,61014,0.517250,3.048570,2.51061e-06,1
9,671159,0.439750,2.821470,2.51061e-06,1
9,793188,0.374500,1.499619,2.51061e-06,1
9,549130,0.308800,1.890630,2.51061e-06,1
9,1037246,0.158350,0.301926,2.51061e-06,1
10,183043,0.966750,0.330553,2.49936e-06,1
10,427101,0.962950,0.412421,2.49936e-06,1
10,1159275,0.958400,2.819775,2.49936e-06,1
10,305072,0.892100,1.357641,2.49936e-06,1
10,915217,0.550750,6.392057,2.49936e-06,1
10,61014,0.524500,3.048570,2.49936e-06,1
10,671159,0.438950,2.821470,2.49936e-06,1
10,793188,0.377300,1.499619,2.49936e-06,1
10,549130,0.306050,1.890630,2.49936e-06,1
10,1037246,0.154450,0.301926,2.49936e-06,1
11,183043,0.968100,0.330553,2.51051e-06,1
11,427101,0.960500,0.412421,2.51051e-06,1
11,1159275,0.956300,2.819775,2.51051e-06,1
11,305072,0.889300,1.357641,2.51051e-06,1
11,915217,0.563700,6.392057,2.51051e-06,1
11,61014,0.529900,3.048570,2.51051e-06,1
11,671159,0.444850,2.821470,2.51051e-06,1
11,793188,0.386900,1.499619,2.51051e-06,1
11,549130,0.310300,1.890630,2.51051e-06,1
11,1037246,0.152850,0.301926,2.51051e-06,1
12,183043,0.968250,0.330553,2.51384e-06,1
12,427101,0.959300,0.412421,2.51384e-06,1
12,1159275,0.955950,2.819775,2.51384e-06,1
12,305072,0.887400,1.357641,2.51384e-06,1
12,915217,0.571600,6.392057,2.51384e-06,1
12,61014,0.533950,3.048570,2.51384e-06,1
12,671159,0.452900,2.821470,2.51384e-06,1
12,793188,0.385800,1.499619,2.51384e-06,1
12,549130,0.316450,1.890630,2.51384e-06,1
12,1037246,0.149600,0.301926,2.51384e-06,1
13,183043,0.969150,0.330553,2.51234e-06,1
13,427101,0.958650,0.412421,2.51234e-06,1
13,1159275,0.954700,2.819775,2.51234e-06,1
13,305072,0.888250,1.357641,2.51234e-06,1
13,915217,0.578550,6.392057,2.51234e-06,1
13,61014,0.537050,3.048570,2.51234e-06,1
13,671159,0.452900,2.821470,2.51234e-06,1
13,793188,0.387000,1.499619,2.51234e-06,1
13,549130,0.324150,1.890630,2.51234e-06,1
13,1037246,0.145450,0.301926,2.51234e-06,1
14,183043,0.970850,0.330553,2.51577e-06,1
14,427101,0.959900,0.412421,2.51577e-06,1
14,1159275,0.951350,2.819775,2.51577e-06,1
14,305072,0.887400,1.357641,2.51577e-06,1
14,915217,0.585150,6.392057,2.51577e-06,1
14,61014,0.542950,3.048570,2.51577e-06,1
14,671159,0.458150,2.821470,2.51577e-06,1
14,793188,0.395400,1.499619,2.51577e-06,1
14,549130,0.325100,1.890630,2.51577e-06,1
14,1037246,0.145550,0.301926,2.51577e-06,1
15,183043,0.970900,0.330553,2.51253e-06,1
15,427101,0.960050,0.412421,2.51253e-06,1
15,1159275,0.954300,2.819775,2.51253e-06,1
15,305072,0.886250,1.357641,2.51253e-06,1
15,915217,0.590300,6.392057,2.51253e-06,1
15,61014,0.543900,3.048570,2.51253e-06,1
15,671159,0.467900,2.821470,2.51253e-06,1
