Generation,Position,Frequency,Effect,Heterozygosity,origin
1,6104140,0.281350,3.048570,0.000000,1
2,6104140,0.285350,3.048570,3.34077e-08,1
3,6104140,0.291800,3.048570,3.38545e-08,1
4,6104140,0.300450,3.048570,3.44323e-08,1
5,6104140,0.305050,3.048570,3.47296e-08,1
6,6104140,0.307050,3.048570,3.48567e-08,1
7,6104140,0.310450,3.048570,3.50698e-08,1
8,6104140,0.313200,3.048570,3.52393e-08,1
9,6104140,0.317200,3.048570,3.54815e-08,1
10,6104140,0.320800,3.048570,3.5695e-08,1
11,6104140,0.320550,3.048570,3.56803e-08,1
12,6104140,0.317200,3.048570,3.54815e-08,1
13,6104140,0.321950,3.048570,3.57623e-08,1
14,6104140,0.327250,3.048570,3.60669e-08,1
15,6104140,0.329900,3.048570,3.62157e-08,1
16,6104140,0.333850,3.048570,3.64333e-08,1
17,6104140,0.338450,3.048570,3.66803e-08,1
18,6104140,0.346150,3.048570,3.70781e-08,1
19,6104140,0.348450,3.048570,3.71932e-08,1
20,6104140,0.353800,3.048570,3.74542e-08,1
21,6104140,0.348850,3.048570,3.7213e-08,1
22,6104140,0.352550,3.048570,3.7394e-08,1
23,6104140,0.350600,3.048570,3.72992e-08,1
24,6104140,0.351000,3.048570,3.73188e-08,1
25,6104140,0.355450,3.048570,3.75328e-08,1
26,6104140,0.356100,3.048570,3.75635e-08,1
27,6104140,0.352200,3.048570,3.73771e-08,1
28,6104140,0.353650,3.048570,3.7447e-08,1
29,6104140,0.356650,3.048570,3.75894e-08,1
30,6104140,0.359650,3.048570,3.77288e-08,1
31,6104140,0.369450,3.048570,3.81637e-08,1
32,6104140,0.369650,3.048570,3.81723e-08,1
33,6104140,0.376100,3.048570,3.84409e-08,1
34,6104140,0.385650,3.048570,3.88137e-08,1
35,6104140,0.388300,3.048570,3.89118e-08,1
36,6104140,0.397100,3.048570,3.92212e-08,1
37,6104140,0.404950,3.048570,3.94757e-08,1
38,6104140,0.404300,3.048570,3.94554e-08,1
39,6104140,0.416500,3.048570,3.98136e-08,1
40,6104140,0.424050,3.048570,4.00108e-08,1
41,6104140,0.424500,3.048570,4.0022e-08,1
42,6104140,0.428900,3.048570,4.01276e-08,1
43,6104140,0.433850,3.048570,4.02389e-08,1
44,6104140,0.441750,3.048570,4.03999e-08,1
45,6104140,0.449000,3.048570,4.05297e-08,1
46,6104140,0.459150,3.048570,4.06824e-08,1
47,6104140,0.458500,3.048570,4.06737e-08,1
48,6104140,0.469100,3.048570,4.07994e-08,1
49,6104140,0.468050,3.048570,4.07886e-08,1
50,6104140,0.471750,3.048570,4.08251e-08,1
51,6104140,0.475800,3.048570,4.08599e-08,1
52,6104140,0.476000,3.048570,4.08614e-08,1
53,6104140,0.473950,3.048570,4.08446e-08,1
54,6104140,0.474800,3.048570,4.08518e-08,1
55,6104140,0.473200,3.048570,4.08381e-08,1
56,6104140,0.474800,3.048570,4.08518e-08,1
57,6104140,0.477800,3.048570,4.08751e-08,1
58,6104140,0.484050,3.048570,4.09141e-08,1
59,6104140,0.486050,3.048570,4.09239e-08,1
60,6104140,0.491450,3.048570,4.09438e-08,1
61,6104140,0.496450,3.048570,4.09537e-08,1
62,6104140,0.508050,3.048570,4.09452e-08,1
63,6104140,0.516200,3.048570,4.09128e-08,1
64,6104140,0.520750,3.048570,4.08853e-08,1
65,6104140,0.532350,3.048570,4.07844e-08,1
66,6104140,0.532700,3.048570,4.07806e-08,1
67,6104140,0.532750,3.048570,4.07801e-08,1
68,6104140,0.543100,3.048570,4.06515e-08,1
69,6104140,0.547800,3.048570,4.05815e-08,1
70,6104140,0.553500,3.048570,4.04869e-08,1
71,6104140,0.550050,3.048570,4.05454e-08,1
72,6104140,0.545600,3.048570,4.06152e-08,1
73,6104140,0.552200,3.048570,4.05094e-08,1
74,6104140,0.556950,3.048570,4.04245e-08,1
75,6104140,0.569000,3.048570,4.01758e-08,1
76,6104140,0.572200,3.048570,4.01018e-08,1
77,6104140,0.577100,3.048570,3.9982e-08,1
78,6104140,0.579100,3.048570,3.99308e-08,1
79,6104140,0.581000,3.048570,3.9881e-08,1
80,6104140,0.587400,3.048570,3.97044e-08,1
81,6104140,0.590600,3.048570,3.96111e-08,1
82,6104140,0.597450,3.048570,3.94001e-08,1
83,6104140,0.606150,3.048570,3.91099e-08,1
84,6104140,0.609800,3.048570,3.89807e-08,1
85,6104140,0.614750,3.048570,3.87987e-08,1
86,6104140,0.617800,3.048570,3.86825e-08,1
87,6104140,0.621500,3.048570,3.85374e-08,1
88,6104140,0.626000,3.048570,3.83549e-08,1
89,6104140,0.625050,3.048570,3.8394e-08,1
90,6104140,0.621450,3.048570,3.85394e-08,1
91,6104140,0.629250,3.048570,3.8219e-08,1
92,6104140,0.629900,3.048570,3.81915e-08,1
93,6104140,0.626850,3.048570,3.83197e-08,1
94,6104140,0.628350,3.048570,3.8257e-08,1
95,6104140,0.629600,3.048570,3.82042e-08,1
96,6104140,0.631250,3.048570,3.81337e-08,1
97,6104140,0.635000,3.048570,3.79701e-08,1
98,6104140,0.638000,3.048570,3.7836e-08,1
99,6104140,0.638500,3.048570,3.78133e-08,1
100,6104140,0.643150,3.048570,3.75988e-08,1
101,6104140,0.649250,3.048570,3.73066e-08,1
102,6104140,0.645300,3.048570,3.74972e-08,1
103,6104140,0.650850,3.048570,3.72279e-08,1
104,6104140,0.654250,3.048570,3.7058e-08,1
105,6104140,0.655400,3.048570,3.69996e-08,1
106,6104140,0.656900,3.048570,3.69229e-08,1
107,6104140,0.661700,3.048570,3.66723e-08,1
108,6104140,0.659100,3.048570,3.6809e-08,1
109,6104140,0.660500,3.048570,3.67357e-08,1
110,6104140,0.664300,3.048570,3.65335e-08,1
111,6104140,0.667700,3.048570,3.63486e-08,1
112,6104140,0.672150,3.048570,3.61008e-08,1
113,6104140,0.677550,3.048570,3.57914e-08,1
114,6104140,0.677400,3.048570,3.58002e-08,1
115,6104140,0.677500,3.048570,3.57944e-08,1
116,6104140,0.682600,3.048570,3.54935e-08,1
117,6104140,0.689300,3.048570,3.50853e-08,1
118,6104140,0.692650,3.048570,3.48757e-08,1
119,6104140,0.695350,3.048570,3.4704e-08,1
120,6104140,0.691400,3.048570,3.49543e-08,1
121,6104140,0.691750,3.048570,3.49323e-08,1
122,6104140,0.694600,3.048570,3.4752e-08,1
123,6104140,0.697050,3.048570,3.45948e-08,1
124,6104140,0.700900,3.048570,3.43438e-08,1
125,6104140,0.702950,3.048570,3.42081e-08,1
126,6104140,0.708000,3.048570,3.38682e-08,1
127,6104140,0.714800,3.048570,3.33972e-08,1
128,6104140,0.723100,3.048570,3.28017e-08,1
129,6104140,0.728400,3.048570,3.24097e-08,1
130,6104140,0.733700,3.048570,3.20085e-08,1
131,6104140,0.734600,3.048570,3.19394e-08,1
132,6104140,0.737250,3.048570,3.17346e-08,1
133,6104140,0.738800,3.048570,3.16137e-08,1
134,6104140,0.741000,3.048570,3.14408e-08,1
