Generation,Position,Frequency,Effect,Heterozygosity,Origin
1,237958,0.998100,1.022921,0.003793,1
1,774890,0.937200,1.555600,0.117712,1
1,762687,0.932900,0.586908,0.125195,1
1,164740,0.926250,2.086006,0.136622,1
1,628454,0.924350,0.295906,0.139854,1
1,713875,0.907300,0.668672,0.168213,1
1,701672,0.900750,1.002272,0.178799,1
1,225755,0.899400,0.545591,0.180959,1
1,1128777,0.888250,0.549463,0.198524,1
1,1043356,0.884500,0.087309,0.204320,1
1,262364,0.873600,0.172971,0.220846,1
1,311176,0.856100,1.092154,0.246386,1
1,128131,0.847750,1.449616,0.258140,1
1,1104371,0.845450,2.978211,0.261329,1
1,372191,0.835650,2.914425,0.274678,1
1,1189792,0.833800,3.032398,0.277155,1
1,823702,0.826150,1.343558,0.287252,1
1,921326,0.823500,0.358722,0.290695,1
1,567439,0.821550,0.589577,0.293211,1
1,1006747,0.796200,2.075169,0.324531,1
1,494221,0.784300,0.141501,0.338347,1
1,726078,0.783250,0.219954,0.339539,1
1,384394,0.781900,0.881404,0.341065,1
1,957935,0.750200,0.235377,0.374800,1
1,42710,0.735950,0.244540,0.388655,1
1,457612,0.723250,0.804431,0.400319,1
1,982341,0.710750,2.382002,0.411169,1
1,1067762,0.684050,0.796408,0.432251,1
1,579642,0.674950,0.175611,0.438785,1
1,1092168,0.665950,0.213038,0.444921,1
1,1079965,0.664350,3.301660,0.445978,1
1,787093,0.658200,0.031217,0.449946,1
1,91522,0.654750,1.095070,0.452105,1
1,1018950,0.653700,0.471798,0.452753,1
1,543033,0.646600,0.227030,0.457017,1
1,396597,0.633200,0.231332,0.464516,1
1,970138,0.628250,0.392635,0.467104,1
1,835905,0.599000,1.826213,0.480398,1
1,359988,0.593500,1.642753,0.482515,1
1,616251,0.567200,0.578383,0.490968,1
1,274567,0.564400,0.158544,0.491705,1
1,79319,0.564100,2.747761,0.491782,1
1,323379,0.562450,2.799727,0.492200,1
1,811499,0.558700,0.021320,0.493109,1
1,665063,0.555550,0.825481,0.493828,1
1,482018,0.547650,1.050985,0.495459,1
1,1055559,0.535450,0.131057,0.497487,1
1,421003,0.513150,1.555775,0.499654,1
1,848108,0.505250,0.399729,0.499945,1
1,30507,0.474600,0.007018,0.498710,1
1,884717,0.468950,3.214138,0.498072,1
1,640657,0.452000,2.036180,0.495392,1
1,213552,0.450050,0.025222,0.495010,1
1,1140980,0.440250,0.582166,0.492860,1
1,250161,0.436400,2.273010,0.491910,1
1,6101,0.428650,0.295933,0.489818,1
1,530830,0.397950,0.906092,0.479172,1
1,604048,0.396250,0.106448,0.478472,1
1,738281,0.385100,0.062432,0.473596,1
1,872514,0.382150,0.441244,0.472223,1
1,408800,0.376050,1.604131,0.469273,1
1,201349,0.352500,0.213898,0.456487,1
1,860311,0.345300,0.325744,0.452136,1
1,103725,0.338800,1.119258,0.448029,1
1,189146,0.338700,0.095347,0.447965,1
1,1165386,0.335800,2.233528,0.446077,1
1,1214198,0.320550,1.568376,0.435595,1
1,909123,0.307250,0.656422,0.425695,1
1,555236,0.285950,0.708746,0.408365,1
1,994544,0.269350,1.791156,0.393601,1
1,115928,0.256450,0.801869,0.381367,1
1,689469,0.241450,1.481930,0.366304,1
1,298973,0.234600,2.221943,0.359126,1
1,750484,0.225800,0.200487,0.349629,1
1,799296,0.224200,0.941900,0.347869,1
1,54913,0.223600,1.531713,0.347206,1
1,896920,0.219750,0.381032,0.342920,1
1,933529,0.211650,0.506327,0.333709,1
1,140334,0.164650,1.840555,0.275081,1
1,652860,0.147050,0.148192,0.250853,1
1,1201995,0.145750,0.467861,0.249014,1
1,1031153,0.138000,0.559070,0.237912,1
1,1153183,0.133650,0.280184,0.231575,1
1,433206,0.129600,0.120131,0.225608,1
1,945732,0.107700,0.132607,0.192201,1
1,67116,0.103700,0.922605,0.185893,1
1,506424,0.091750,1.893830,0.166664,1
1,677266,0.082750,0.592429,0.151805,1
1,347785,0.077500,1.053189,0.142987,1
1,335582,0.077300,1.269007,0.142649,1
1,1177589,0.071900,0.444581,0.133461,1
1,445409,0.068750,1.208776,0.128047,1
1,591845,0.067800,1.311073,0.126406,1
1,176943,0.063850,1.240799,0.119546,1
1,469815,0.063750,0.291911,0.119372,1
1,18304,0.060150,1.254745,0.113064,1
1,286770,0.056400,0.932013,0.106438,1
1,518627,0.056100,0.386370,0.105906,1
1,152537,0.014650,0.258352,0.028871,1
1,1116574,0.011750,2.273483,0.023224,1
