Generation,Position,Frequency,Effect,Heterozygosity,Origin
1,290790,0.999050,0.441244,0.001898,1
1,355862,0.996100,0.796408,0.007770,1
1,270455,0.995950,0.021320,0.008067,1
1,490073,0.994350,0.576255,0.011236,1
1,990314,0.994000,0.545180,0.011928,1
1,823567,0.992800,0.027812,0.014296,1
1,831701,0.991950,0.288411,0.015970,1
1,6100,0.991200,1.254745,0.017445,1
1,416867,0.988700,0.650135,0.022345,1
1,608016,0.974850,0.509115,0.049035,1
1,559212,0.971350,1.270437,0.055658,1
1,1218066,0.963400,1.807374,0.070521,1
1,734093,0.959350,1.254288,0.077995,1
1,441269,0.957850,0.400897,0.080747,1
1,388398,0.956800,2.233528,0.082668,1
1,742227,0.954250,1.605215,0.087314,1
1,713758,0.953050,1.697634,0.089491,1
1,1112324,0.952800,0.349115,0.089944,1
1,1059453,0.946750,0.488601,0.100829,1
1,176914,0.945350,0.906092,0.103327,1
1,71172,0.945250,0.025222,0.103505,1
1,205383,0.943800,0.578383,0.106083,1
1,677155,0.942750,0.828052,0.107945,1
1,807299,0.939900,0.158954,0.112976,1
1,782897,0.935400,2.193973,0.120854,1
1,229785,0.934200,1.481930,0.122941,1
1,246053,0.933400,0.062432,0.124329,1
1,986247,0.929400,0.554921,0.131231,1
1,664954,0.927000,2.764077,0.135342,1
1,420934,0.926100,1.332189,0.136878,1
1,843902,0.922300,1.374061,0.143325,1
1,99641,0.918900,2.221943,0.149046,1
1,815433,0.917450,2.189995,0.151471,1
1,888639,0.916700,0.613756,0.152722,1
1,1148927,0.912800,0.300111,0.159192,1
1,819500,0.910100,1.372744,0.163636,1
1,1201798,0.909000,1.424559,0.165438,1
1,1075721,0.908300,0.359246,0.166582,1
1,1067587,0.906650,3.083510,0.169272,1
1,408733,0.899900,0.570093,0.180160,1
1,1030984,0.895600,0.205416,0.187001,1
1,429068,0.881350,0.100665,0.209144,1
1,79306,0.881000,1.022921,0.209678,1
1,319259,0.878050,0.235377,0.214156,1
1,538877,0.878000,1.000577,0.214232,1
1,274522,0.875350,1.343558,0.218225,1
1,1140793,0.874300,1.235204,0.219799,1
1,758495,0.869950,0.748243,0.226274,1
1,656820,0.868400,0.262600,0.228563,1
1,331460,0.867150,1.791156,0.230402,1
1,612083,0.864950,0.823593,0.233623,1
1,925242,0.863300,0.739018,0.236026,1
1,1047252,0.863200,1.507403,0.236172,1
1,693423,0.859650,0.422480,0.241304,1
1,522609,0.859000,0.082840,0.242238,1
1,860170,0.852300,1.014316,0.251769,1
1,1197731,0.849900,6.275778,0.255140,1
1,953711,0.846950,0.095233,0.259251,1
1,262321,0.845800,0.031217,0.260845,1
1,368063,0.839250,2.978211,0.269819,1
1,876438,0.838550,0.483536,0.270768,1
1,250120,0.835550,0.200487,0.274812,1
1,58971,0.832650,1.240799,0.278688,1
1,864237,0.826750,2.614573,0.286469,1
1,839835,0.822550,0.904271,0.291923,1
1,217584,0.822550,0.148192,0.291923,1
1,477872,0.816850,0.592359,0.299212,1
1,453470,0.816150,0.181160,0.300098,1
1,180981,0.815050,0.227030,0.301487,1
1,30502,0.811050,1.095070,0.306496,1
1,486006,0.810250,6.043145,0.307490,1
1,628351,0.802700,0.819821,0.316745,1
1,1083855,0.799850,0.075683,0.320180,1
1,750361,0.796700,0.143168,0.323938,1
1,1124525,0.795350,2.111776,0.325537,1
1,339594,0.792950,0.471798,0.328361,1
1,994381,0.790650,0.650151,0.331045,1
1,372130,0.788650,2.273483,0.333362,1
1,1181463,0.784100,0.397464,0.338574,1
1,14234,0.781300,0.244540,0.341741,1
1,542944,0.776500,0.476904,0.347096,1
1,302991,0.770250,0.656422,0.353930,1
1,107775,0.769000,2.799727,0.355278,1
1,913041,0.767400,0.163072,0.356994,1
1,307058,0.765850,0.358722,0.358648,1
1,1128592,0.763050,0.407496,0.361609,1
1,827634,0.761950,0.652747,0.362764,1
1,799165,0.754400,0.077232,0.370561,1
1,1022850,0.748500,0.183746,0.376495,1
1,233852,0.744350,1.002272,0.380586,1
1,636485,0.741250,0.274093,0.383597,1
1,433135,0.731600,0.823814,0.392723,1
1,738160,0.726300,0.310135,0.397577,1
1,209450,0.718050,0.295906,0.404908,1
1,1071654,0.716450,6.149357,0.406299,1
1,583614,0.716200,0.501817,0.406515,1
1,1055386,0.712150,0.586363,0.409985,1
1,1189597,0.710600,1.272403,0.411295,1
1,144378,0.705400,0.120131,0.415622,1
1,835768,0.696950,0.099505,0.422421,1
1,811366,0.693450,0.396376,0.425154,1
1,119976,0.690800,1.642753,0.427191,1
1,111842,0.689850,1.269007,0.427914,1
1,384331,0.673700,0.280184,0.439657,1
1,632418,0.672750,0.089241,0.440315,1
1,640552,0.672250,2.313476,0.440660,1
1,514475,0.671300,0.829430,0.441313,1
1,669021,0.661000,1.085482,0.448158,1
1,498207,0.659800,0.818698,0.448928,1
1,904907,0.657800,0.056089,0.450198,1
1,701557,0.651850,0.617865,0.453883,1
1,571413,0.646000,1.565246,0.457368,1
1,282656,0.644750,0.399729,0.458095,1
1,1169262,0.642450,0.260658,0.459416,1
1,1100123,0.640950,0.707371,0.460266,1
1,868304,0.638200,1.468501,0.461802,1
1,50837,0.634000,0.258352,0.464088,1
1,343661,0.633700,0.559070,0.464249,1
1,974046,0.621850,0.037376,0.470305,1
1,908974,0.616500,0.015000,0.472855,1
1,547011,0.613250,0.691627,0.474349,1
1,510408,0.606550,1.960174,0.477294,1
1,1185530,0.605750,1.663046,0.477634,1
1,599882,0.601900,1.096013,0.479233,1
1,969979,0.600750,1.286618,0.479699,1
1,1035051,0.592550,1.939806,0.482869,1
1,957778,0.588300,1.928759,0.484406,1
1,721892,0.579850,0.119234,0.487248,1
1,1063520,0.573700,0.879546,0.489137,1
1,673088,0.554450,0.250828,0.494070,1
1,160646,0.551850,1.050985,0.494623,1
1,1010649,0.550450,0.533985,0.494910,1
1,38636,0.549350,0.801869,0.495129,1
1,26435,0.547250,2.747761,0.495535,1
1,644619,0.543650,2.396573,0.496189,1
1,115909,0.537500,1.053189,0.497188,1
1,425001,0.536850,0.254126,0.497284,1
1,42703,0.531600,1.449616,0.498003,1
1,591748,0.522600,0.337975,0.498978,1
1,63038,0.521700,0.095347,0.499058,1
1,579547,0.520550,0.058070,0.499155,1
1,652753,0.516150,0.484498,0.499478,1
1,1108257,0.513400,1.699265,0.499641,1
1,620217,0.512850,0.594585,0.499670,1
1,575480,0.512150,0.097355,0.499705,1
1,400599,0.510050,0.467861,0.499798,1
1,197249,0.509500,1.311073,0.499820,1
1,347728,0.504300,0.087309,0.499963,1
1,335527,0.503950,2.075169,0.499969,1
1,376197,0.500400,0.549463,0.500000,1
1,465671,0.480550,0.064199,0.499243,1
1,896773,0.478850,1.538753,0.499105,1
1,551078,0.477800,0.138587,0.499014,1
1,506341,0.475050,0.264383,0.498755,1
1,709691,0.472150,0.364547,0.498449,1
1,725959,0.468750,1.394165,0.498047,1
1,193182,0.467750,0.175611,0.497920,1
1,1132659,0.455950,1.578840,0.496119,1
1,937443,0.450050,0.665669,0.495010,1
1,1213999,0.449450,1.247479,0.494889,1
1,534810,0.449250,1.518857,0.494849,1
1,449403,0.448700,1.913087,0.494737,1
1,595815,0.447300,1.679051,0.494445,1
1,1157061,0.447250,1.452131,0.494435,1
1,1018783,0.443550,0.262631,0.493627,1
1,1091989,0.439000,0.538922,0.492558,1
1,1116391,0.435450,0.501841,0.491667,1
1,917108,0.430850,2.922633,0.490437,1
1,1209932,0.427900,1.273142,0.489603,1
1,1136726,0.426750,0.255051,0.489269,1
1,258254,0.424350,1.555600,0.488554,1
1,1165195,0.420150,0.339825,0.487248,1
1,172847,0.419650,0.386370,0.487088,1
1,132177,0.415450,0.231332,0.485703,1
1,34569,0.411300,1.119258,0.484265,1
1,221651,0.408800,0.825481,0.483365,1
1,884572,0.406900,0.217362,0.482665,1
1,746294,0.393850,1.078919,0.477464,1
1,461604,0.386950,2.613173,0.474439,1
1,286723,0.381500,0.325744,0.471916,1
1,254187,0.380150,0.586908,0.471272,1
1,1205865,0.374700,1.276141,0.468600,1
1,945577,0.373950,0.222592,0.468223,1
1,795098,0.366150,0.415429,0.464168,1
1,91507,0.363300,0.158544,0.462626,1
1,929309,0.360950,0.083063,0.461330,1
1,1014716,0.356000,0.052992,0.458528,1
1,1120458,0.353750,2.434165,0.457222,1
1,778830,0.348150,0.011304,0.453883,1
1,705624,0.347600,0.260165,0.453548,1
1,998448,0.344100,2.087409,0.451390,1
1,83373,0.342750,2.273010,0.450545,1
1,502274,0.341700,0.056813,0.449882,1
1,624284,0.338850,0.164522,0.448061,1
1,185048,0.337050,0.708746,0.446895,1
1,786964,0.336150,0.588486,0.446306,1
1,856103,0.333050,0.057638,0.444255,1
1,473805,0.332350,0.436653,0.443787,1
1,766629,0.330300,1.079493,0.442404,1
1,1177396,0.329650,0.142333,0.441962,1
1,404666,0.323350,1.568376,0.437590,1
1,1144860,0.319600,0.709299,0.434912,1
1,323326,0.319400,0.392635,0.434767,1
1,298924,0.317650,0.381032,0.433497,1
1,1006582,0.316350,1.229955,0.432545,1
1,982180,0.316300,1.313776,0.432509,1
1,1096056,0.310000,0.430067,0.427800,1
1,697490,0.307300,0.475500,0.425733,1
1,555145,0.276600,0.068462,0.400185,1
1,156579,0.268900,0.291911,0.393186,1
1,933376,0.249850,1.509122,0.374850,1
1,46770,0.243000,1.840555,0.367902,1
1,225718,0.242000,0.592429,0.366872,1
1,1173329,0.241300,0.106708,0.366149,1
1,978113,0.237000,2.182716,0.361662,1
1,311125,0.233150,0.506327,0.357582,1
1,1193664,0.228900,0.850432,0.353010,1
1,921175,0.228700,0.115639,0.352793,1
1,648686,0.225950,1.539609,0.349793,1
1,140311,0.225950,1.555775,0.349793,1
1,128110,0.224000,0.881404,0.347648,1
1,1079788,0.219600,2.668617,0.342752,1
1,437202,0.215650,1.054586,0.338290,1
1,754428,0.214000,2.189790,0.336408,1
1,241986,0.213800,0.219954,0.336179,1
1,770696,0.212900,1.088073,0.335147,1
1,685289,0.210700,0.909469,0.332611,1
1,1026917,0.207750,0.096732,0.329180,1
1,949644,0.206600,1.147619,0.327833,1
1,1051319,0.205850,1.289421,0.326952,1
1,1152994,0.203750,4.859044,0.324472,1
1,965912,0.203750,0.643213,0.324472,1
1,880505,0.201000,0.934298,0.321198,1
1,961845,0.198300,0.244477,0.317954,1
1,872371,0.196150,0.305444,0.315350,1
1,481939,0.195800,2.319424,0.314925,1
1,900840,0.193900,0.339528,0.312606,1
1,1002515,0.193350,0.062572,0.311932,1
1,847969,0.191150,1.773038,0.309223,1
1,266388,0.185650,0.941900,0.302368,1
1,278589,0.180050,1.826213,0.295264,1
1,164713,0.179950,0.141501,0.295136,1
1,494140,0.178500,2.065446,0.293275,1
1,213517,0.176200,2.036180,0.290307,1
1,2033,0.174050,0.295933,0.287513,1
1,124043,0.167350,2.914425,0.278688,1
1,294857,0.165800,3.214138,0.276621,1
1,148445,0.164400,1.208776,0.274745,1
1,168780,0.161950,1.893830,0.271444,1
1,567346,0.159650,0.796340,0.268324,1
1,380264,0.159450,0.582166,0.268051,1
1,54904,0.157750,2.086006,0.265730,1
1,412800,0.149300,0.061771,0.254019,1
1,351795,0.149000,0.131057,0.253598,1
1,445336,0.148300,0.296355,0.252614,1
1,587681,0.145500,1.030798,0.248660,1
1,563279,0.133650,0.063040,0.231575,1
1,359929,0.132350,3.301660,0.229667,1
1,363996,0.130450,0.213038,0.226866,1
1,803232,0.119000,1.792369,0.209678,1
1,136244,0.113500,1.604131,0.201235,1
1,327393,0.109250,2.382002,0.194629,1
1,791031,0.106050,0.141938,0.189607,1
1,396532,0.104150,3.032398,0.186606,1
1,1043185,0.103600,0.868434,0.185734,1
1,681222,0.101150,1.744186,0.181837,1
1,762562,0.101100,1.164539,0.181758,1
1,941510,0.097800,0.054940,0.176470,1
1,469738,0.089700,0.412773,0.163308,1
1,189115,0.089300,0.589577,0.162651,1
1,87440,0.087050,0.172971,0.158945,1
1,616150,0.086700,2.544049,0.158366,1
1,237919,0.080450,0.668672,0.147956,1
1,457537,0.078100,0.014436,0.144001,1
1,10167,0.073200,0.007018,0.135684,1
1,852036,0.073050,2.868114,0.135427,1
1,75239,0.071900,0.545591,0.133461,1
1,1039118,0.067750,2.116196,0.126320,1
1,1104190,0.067000,4.359685,0.125022,1
1,22368,0.066050,0.922605,0.123375,1
1,67105,0.064500,0.213898,0.120680,1
1,103708,0.062650,1.092154,0.117450,1
1,603949,0.056300,0.076036,0.106261,1
1,530743,0.047500,1.811938,0.090487,1
1,892706,0.043850,0.087935,0.083854,1
1,315192,0.039650,0.132607,0.076156,1
1,1087922,0.038250,0.063462,0.073574,1
1,526676,0.037300,0.888700,0.071817,1
1,201316,0.034450,0.106448,0.066526,1
1,689356,0.028050,0.708994,0.054526,1
1,1161128,0.027400,0.079281,0.053298,1
1,392465,0.026250,0.444581,0.051122,1
1,730026,0.023400,0.981702,0.045705,1
1,717825,0.022850,0.233707,0.044656,1
1,152512,0.020850,0.804431,0.040831,1
1,774763,0.011400,1.894567,0.022540,1
1,660887,0.009700,2.731916,0.019212,1
1,18301,0.008100,1.531713,0.016069,1
1,518542,0.005650,0.080904,0.011236,1
1,95574,0.000550,0.932013,0.001099,1
