Generation,Position,Frequency,Effect,Heterozygosity,Origin
1,372130,0.999350,1.085005,0.001299,1
1,1132659,0.998300,1.270279,0.003394,1
1,506341,0.998100,1.647782,0.003793,1
1,908974,0.996150,0.091230,0.007670,1
1,477872,0.995300,1.186662,0.009356,1
1,510408,0.992850,2.310129,0.014198,1
1,563279,0.989600,0.799586,0.020584,1
1,63038,0.981950,0.575229,0.035448,1
1,949644,0.975350,0.124924,0.048085,1
1,880505,0.974400,0.253538,0.049889,1
1,115909,0.964450,0.953248,0.068572,1
1,87440,0.956900,0.925742,0.082485,1
1,945577,0.943800,2.406629,0.106083,1
1,258254,0.939700,1.646893,0.113328,1
1,969979,0.931300,0.187250,0.127961,1
1,172847,0.929000,1.149798,0.131918,1
1,502274,0.926550,0.706269,0.136110,1
1,624284,0.925550,0.188567,0.137814,1
1,58971,0.924250,1.525904,0.140024,1
1,620217,0.922900,1.267871,0.142311,1
1,1193664,0.922500,0.622652,0.142988,1
1,441269,0.918800,0.438522,0.149213,1
1,644619,0.913800,1.038798,0.157539,1
1,363996,0.911450,0.442319,0.161418,1
1,648686,0.908350,0.858320,0.166501,1
1,925242,0.902050,2.944210,0.176712,1
1,213517,0.901650,0.362433,0.177355,1
1,587681,0.893850,0.677573,0.189764,1
1,10167,0.892100,1.556883,0.192515,1
1,83373,0.885800,1.172582,0.202317,1
1,315192,0.885400,0.428164,0.202934,1
1,396532,0.884000,0.215393,0.205088,1
1,355862,0.882950,1.570595,0.206699,1
1,1051319,0.882350,0.066149,0.207617,1
1,449403,0.882350,1.031849,0.207617,1
1,1124525,0.878900,0.018288,0.212870,1
1,67105,0.878400,1.186366,0.213627,1
1,132177,0.872900,1.159634,0.221891,1
1,392465,0.871350,0.052479,0.224198,1
1,42703,0.868650,0.075887,0.228194,1
1,693423,0.863600,0.209450,0.235590,1
1,616150,0.859400,1.451269,0.241663,1
1,408733,0.856400,0.087417,0.245958,1
1,331460,0.850950,2.183588,0.253668,1
1,640552,0.848800,1.181298,0.256677,1
1,1209932,0.845350,0.891854,0.261467,1
1,583614,0.844100,0.118081,0.263190,1
1,514475,0.842550,0.099997,0.265319,1
1,709691,0.842250,0.293378,0.265730,1
1,95574,0.841200,0.643995,0.267165,1
1,786964,0.837200,0.734320,0.272592,1
