Generation,Position,Frequency,Effect,Heterozygosity,Origin
1,900840,0.994100,0.495077,0.011730,1
1,22368,0.991650,0.144584,0.016561,1
1,359929,0.989700,0.676531,0.020388,1
1,254187,0.989300,0.745964,0.021171,1
1,180981,0.986850,1.069867,0.025954,1
1,701557,0.983950,1.081153,0.031585,1
1,258254,0.983250,1.442591,0.032939,1
1,730026,0.982850,2.360957,0.033712,1
1,1010649,0.978800,0.548802,0.041501,1
1,628351,0.978350,0.624992,0.042363,1
1,746294,0.969150,0.033734,0.059797,1
1,473805,0.968600,3.246218,0.060828,1
1,880505,0.955700,1.569108,0.084675,1
1,95574,0.951700,0.417286,0.091934,1
1,555145,0.949600,6.588562,0.095720,1
1,827634,0.946900,0.290193,0.100561,1
1,6100,0.939800,0.937338,0.113152,1
1,343661,0.936850,0.539017,0.118324,1
1,1193664,0.935550,0.119029,0.120592,1
1,941510,0.933400,0.906832,0.124329,1
1,160646,0.926450,1.844533,0.136281,1
1,124043,0.924850,0.115984,0.139005,1
1,327393,0.924200,0.672878,0.140109,1
1,1039118,0.922500,0.608506,0.142988,1
1,839835,0.920300,0.227548,0.146696,1
1,725959,0.916250,0.062095,0.153472,1
1,522609,0.916100,0.604781,0.153722,1
1,856103,0.913950,0.464960,0.157291,1
1,770696,0.912050,0.635008,0.160430,1
1,1132659,0.912000,0.470473,0.160512,1
1,363996,0.909400,0.092948,0.164783,1
1,1181463,0.907650,2.418443,0.167643,1
1,286723,0.904550,0.142707,0.172679,1
1,807299,0.902700,0.295729,0.175665,1
1,30502,0.895450,0.756137,0.187239,1
1,766629,0.892200,1.205343,0.192358,1
1,969979,0.891400,0.093519,0.193612,1
1,380264,0.891050,0.441797,0.194160,1
1,640552,0.884400,1.120204,0.204473,1
1,913041,0.882900,3.186541,0.206775,1
1,392465,0.874100,0.681184,0.220098,1
1,34569,0.871100,0.596250,0.224570,1
1,896773,0.870700,0.430904,0.225163,1
1,319259,0.866100,0.442654,0.231942,1
1,262321,0.863850,0.078487,0.235226,1
1,599882,0.861650,3.456075,0.238419,1
1,75239,0.856450,2.582566,0.245887,1
1,612083,0.854750,0.838644,0.248305,1
1,734093,0.849950,0.260169,0.255070,1
