Generation,Position,Frequency,Effect,Heterozygosity,Origin
1,653737,0.994100,0.555645,0.011730,1
1,566572,0.980750,1.159634,0.037759,1
1,1106995,0.957050,1.646893,0.082211,1
1,165613,0.953800,0.404206,0.088131,1
1,217912,0.916750,0.984599,0.152639,1
1,1054696,0.907450,6.458021,0.167969,1
1,967531,0.897550,0.762431,0.183908,1
1,200479,0.890250,0.933933,0.195410,1
1,61015,0.869800,0.219771,0.226496,1
1,1002397,0.850150,2.513819,0.254790,1
1,496840,0.827250,0.953248,0.285815,1
1,427108,0.813300,0.651904,0.303686,1
1,950098,0.803500,0.132420,0.315775,1
1,514273,0.800050,4.094422,0.319940,1
1,723469,0.796450,2.213744,0.324235,1
1,305077,0.788200,2.545858,0.333882,1
1,1019830,0.783900,2.491866,0.338802,1
1,8716,0.746500,2.152129,0.378475,1
1,235345,0.740050,0.554944,0.384752,1
1,775768,0.709000,0.574158,0.412638,1
1,1124428,0.705500,0.886618,0.415540,1
1,740902,0.702750,1.149798,0.417785,1
1,828067,0.691600,0.016356,0.426579,1
1,636304,0.664950,0.350330,0.445583,1
1,1211593,0.661100,1.244270,0.448094,1
1,374809,0.658500,0.925742,0.449756,1
1,706036,0.636350,1.400661,0.462817,1
1,810634,0.600700,0.768194,0.479719,1
1,357376,0.577650,1.172582,0.487941,1
1,322510,0.561800,1.263381,0.492362,1
1,1176727,0.550950,1.036491,0.494808,1
1,915232,0.537800,0.362433,0.497142,1
1,1194160,0.536050,1.139099,0.497401,1
1,78448,0.514800,0.396039,0.499562,1
1,932665,0.508250,0.703154,0.499864,1
1,845500,0.492900,0.315804,0.499899,1
1,287644,0.473000,1.186366,0.498542,1
1,1089562,0.469400,0.075060,0.498127,1
1,601438,0.450650,0.957568,0.495129,1
1,26149,0.421250,2.078096,0.487597,1
1,618871,0.390600,0.350869,0.476063,1
1,252778,0.389950,1.525904,0.475778,1
1,880366,0.385550,0.429533,0.473802,1
1,270211,0.362800,0.575229,0.462352,1
1,339943,0.352200,0.013697,0.456310,1
1,671170,0.352050,0.056792,0.456222,1
1,130747,0.343400,0.512916,0.450953,1
1,897799,0.311700,1.665034,0.429086,1
1,444541,0.286550,2.160355,0.408878,1
1,148180,0.283150,2.373807,0.405952,1
1,1159294,0.269050,0.052734,0.393324,1
1,1072129,0.268650,0.315983,0.392954,1
1,95881,0.246700,1.885420,0.371678,1
1,584005,0.245150,2.650929,0.370103,1
1,758335,0.233600,0.721028,0.358062,1
1,479407,0.200200,1.219878,0.320240,1
1,43582,0.195900,1.556883,0.315046,1
1,549139,0.183800,0.693522,0.300035,1
1,862933,0.182450,0.559974,0.298324,1
1,392242,0.178800,1.070815,0.293661,1
1,409675,0.165050,0.643995,0.275617,1
1,183046,0.159900,0.075887,0.268664,1
1,1141861,0.147800,0.293939,0.251910,1
1,793201,0.129200,0.240776,0.225015,1
1,984964,0.093550,0.745080,0.169597,1
1,688603,0.088750,1.788167,0.161747,1
1,531706,0.087850,0.505460,0.160265,1
1,113314,0.056950,0.688486,0.107413,1
1,461974,0.053350,0.835745,0.101008,1
1,1037263,0.006500,0.887596,0.012915,1
