Generation,Position,Frequency,Effect,Heterozygosity,Origin
1,427108,0.993900,1.584015,0.012126,1
1,252778,0.983150,0.342297,0.033132,1
1,1159294,0.977950,1.153550,0.043128,1
1,671170,0.972350,0.836849,0.053771,1
1,897799,0.940400,1.264019,0.112096,1
1,78448,0.925750,1.890630,0.137474,1
1,862933,0.925700,1.407115,0.137559,1
1,339943,0.919600,3.032091,0.147872,1
1,1176727,0.889600,0.304440,0.196424,1
1,1106995,0.837350,2.506406,0.272390,1
1,95881,0.835700,2.821470,0.274611,1
1,601438,0.811500,0.786553,0.305936,1
1,1089562,0.796350,2.368778,0.324353,1
1,148180,0.781850,0.301926,0.341121,1
1,183046,0.773500,0.653157,0.350396,1
1,880366,0.770250,0.016483,0.353930,1
1,26149,0.759250,0.330553,0.365579,1
1,479407,0.758100,0.094894,0.366769,1
1,1002397,0.744050,0.696634,0.380879,1
1,1037263,0.731150,1.543024,0.393139,1
1,688603,0.724950,1.157826,0.398795,1
1,810634,0.699850,2.121852,0.420120,1
1,1054696,0.684050,0.416162,0.432251,1
1,305077,0.677950,0.666888,0.436668,1
1,113314,0.677600,1.499619,0.436916,1
1,322510,0.676350,0.179605,0.437801,1
1,706036,0.671500,1.819664,0.441175,1
1,740902,0.666600,0.382134,0.444489,1
1,1072129,0.641050,1.316801,0.460210,1
1,653737,0.639850,0.151553,0.460884,1
1,61015,0.616600,0.412421,0.472809,1
1,950098,0.614200,3.150135,0.473917,1
1,845500,0.613700,2.969555,0.474145,1
1,549139,0.572650,0.109456,0.489444,1
1,1141861,0.562500,1.068036,0.492188,1
1,618871,0.558800,1.085156,0.493085,1
1,915232,0.548350,0.094585,0.495325,1
1,287644,0.534900,0.424276,0.497564,1
1,1124428,0.524900,1.560417,0.498760,1
1,584005,0.502200,3.331525,0.499990,1
1,1194160,0.491900,0.704608,0.499869,1
1,444541,0.485850,0.777099,0.499600,1
1,1211593,0.482950,1.193693,0.499419,1
1,8716,0.473300,3.048570,0.498574,1
1,130747,0.473150,6.392057,0.498558,1
1,357376,0.466450,0.817099,0.497749,1
1,165613,0.443100,2.819775,0.493525,1
1,514273,0.442300,1.013507,0.493341,1
1,270211,0.430350,0.564871,0.490298,1
1,235345,0.405350,3.345297,0.482083,1
1,531706,0.375450,0.781874,0.468975,1
1,566572,0.371400,0.050679,0.466924,1
1,636304,0.370800,0.022710,0.466615,1
1,200479,0.346000,3.348955,0.452568,1
1,828067,0.341150,3.814558,0.449533,1
1,392242,0.315350,1.025541,0.431809,1
1,461974,0.305750,0.201880,0.424534,1
1,793201,0.297650,1.254149,0.418109,1
1,967531,0.295800,0.938795,0.416605,1
1,932665,0.280600,0.221580,0.403727,1
1,217912,0.278050,2.222374,0.401476,1
1,43582,0.255000,1.357641,0.379950,1
1,758335,0.235000,2.807018,0.359550,1
1,984964,0.231800,1.841563,0.356138,1
1,1019830,0.178450,0.189974,0.293211,1
1,723469,0.172200,0.775019,0.285094,1
1,409675,0.101350,1.618261,0.182156,1
1,374809,0.090400,2.168926,0.164456,1
1,775768,0.075050,0.756542,0.138835,1
1,496840,0.001650,0.279076,0.003295,1
