Generation,Position,Frequency,Effect,Heterozygosity,Origin
1,653737,0.997350,2.789679,0.005286,1
1,1176727,0.979450,0.592739,0.040255,1
1,1141861,0.960050,2.374371,0.076708,1
1,1072129,0.947550,0.870042,0.099398,1
1,374809,0.933050,1.012883,0.124935,1
1,984964,0.924850,0.242127,0.139005,1
1,305077,0.886700,1.164380,0.200926,1
1,1211593,0.881800,0.369020,0.208458,1
1,671170,0.870150,0.922467,0.225978,1
1,26149,0.867300,0.101983,0.230181,1
1,740902,0.852200,0.135250,0.251910,1
1,706036,0.837150,1.263818,0.272660,1
1,775768,0.813550,1.638228,0.303373,1
1,1002397,0.791900,0.075194,0.329589,1
1,584005,0.775300,0.512121,0.348420,1
1,322510,0.746350,1.320872,0.378623,1
1,200479,0.734550,0.221578,0.389973,1
1,61015,0.729650,0.285951,0.394522,1
1,1089562,0.721400,3.516298,0.401964,1
1,531706,0.710000,1.077599,0.411800,1
1,1106995,0.680150,1.105654,0.435092,1
1,252778,0.596200,3.644215,0.481491,1
1,339943,0.588200,1.263612,0.484442,1
1,95881,0.586300,0.869496,0.485105,1
1,810634,0.583750,1.160179,0.485972,1
1,618871,0.574800,0.410040,0.488810,1
1,932665,0.554000,0.944271,0.494168,1
1,723469,0.540950,0.463296,0.496646,1
1,409675,0.538200,1.797365,0.497082,1
1,130747,0.502500,2.521813,0.499987,1
1,1037263,0.498250,0.243273,0.499994,1
1,1194160,0.487400,0.952050,0.499682,1
1,845500,0.436000,2.094910,0.491808,1
1,566572,0.394800,0.194983,0.477866,1
1,915232,0.374550,2.397695,0.468525,1
1,165613,0.371750,2.562669,0.467104,1
1,113314,0.368350,1.142787,0.465337,1
1,601438,0.353500,3.117695,0.457076,1
1,950098,0.352150,0.547342,0.456281,1
1,461974,0.318900,1.043795,0.434406,1
1,235345,0.307950,0.064207,0.426234,1
1,758335,0.307950,0.249772,0.426234,1
1,636304,0.307700,1.119498,0.426041,1
1,862933,0.273350,2.974441,0.397260,1
1,357376,0.270200,0.010557,0.394384,1
1,1054696,0.252150,0.217771,0.377141,1
1,270211,0.245250,0.097437,0.370205,1
1,1124428,0.232900,0.831067,0.357315,1
1,8716,0.218000,0.088816,0.340952,1
1,43582,0.209100,0.299654,0.330754,1
1,392242,0.198650,0.842403,0.318376,1
1,1159294,0.190000,0.732797,0.307800,1
1,1019830,0.171900,0.357971,0.284701,1
1,897799,0.170300,1.052361,0.282596,1
1,496840,0.144200,0.894979,0.246813,1
1,479407,0.135150,0.002022,0.233769,1
1,217912,0.126100,0.702125,0.220398,1
1,444541,0.122850,0.568177,0.215516,1
1,688603,0.118450,3.115992,0.208839,1
1,183046,0.116750,3.317165,0.206239,1
1,427108,0.107100,0.137884,0.191259,1
1,828067,0.095350,1.598834,0.172517,1
1,880366,0.093850,0.091562,0.170084,1
1,148180,0.043450,0.899229,0.083124,1
1,514273,0.030050,0.142778,0.058294,1
1,287644,0.028150,3.544628,0.054715,1
1,549139,0.027750,1.325023,0.053960,1
1,78448,0.026150,0.153675,0.050932,1
1,967531,0.018550,0.817386,0.036412,1
1,793201,0.008400,0.478050,0.016659,1
