Generation,Position,Frequency,Effect,Heterozygosity,Origin
1,862933,0.997950,0.106448,0.004092,1
1,322510,0.965050,0.545591,0.067457,1
1,43582,0.963550,0.007018,0.070243,1
1,479407,0.951350,1.269007,0.092566,1
1,357376,0.946750,2.273010,0.100829,1
1,758335,0.927550,0.906092,0.134402,1
1,183046,0.909700,1.449616,0.164292,1
1,845500,0.902900,1.311073,0.175343,1
1,374809,0.899200,0.172971,0.181279,1
1,444541,0.892300,1.092154,0.192201,1
1,897799,0.874700,0.295906,0.219200,1
1,217912,0.871500,0.258352,0.223975,1
1,967531,0.862200,0.592429,0.237622,1
1,706036,0.853800,0.141501,0.249651,1
1,1054696,0.843900,0.062432,0.263466,1
1,200479,0.834050,1.840555,0.276821,1
1,514273,0.792550,1.642753,0.328829,1
1,1072129,0.792550,0.200487,0.328829,1
1,584005,0.737250,1.604131,0.387425,1
1,1176727,0.720150,1.343558,0.403068,1
1,653737,0.644400,0.804431,0.458297,1
1,1089562,0.629300,0.586908,0.466563,1
1,1037263,0.589750,0.219954,0.483890,1
1,984964,0.564050,1.481930,0.491795,1
1,915232,0.563700,2.036180,0.491885,1
1,636304,0.556450,1.208776,0.493627,1
1,305077,0.547450,0.025222,0.495497,1
1,1211593,0.544100,0.399729,0.496110,1
1,1124428,0.503700,0.031217,0.499973,1
1,78448,0.482250,1.531713,0.499370,1
1,566572,0.481950,0.231332,0.499348,1
1,828067,0.450400,0.175611,0.495080,1
1,409675,0.441150,0.932013,0.493073,1
1,531706,0.437700,2.914425,0.492237,1
1,880366,0.430150,0.578383,0.490242,1
1,252778,0.420650,1.240799,0.487407,1
1,392242,0.415700,0.158544,0.485787,1
1,113314,0.399750,2.747761,0.479900,1
1,1106995,0.379550,1.555600,0.470984,1
1,496840,0.377750,1.053189,0.470110,1
1,235345,0.376250,2.086006,0.469372,1
1,461974,0.369750,2.799727,0.466070,1
1,26149,0.362750,1.254745,0.462325,1
1,810634,0.353000,0.589577,0.456782,1
1,793201,0.341250,0.708746,0.449597,1
1,671170,0.332600,0.291911,0.443954,1
1,165613,0.321550,0.801869,0.436311,1
1,61015,0.314650,0.244540,0.431291,1
1,95881,0.302450,0.922605,0.421948,1
1,8716,0.269650,0.295933,0.393878,1
1,688603,0.261450,1.050985,0.386188,1
1,427108,0.243050,2.221943,0.367953,1
1,950098,0.232350,0.825481,0.356727,1
1,601438,0.230700,1.555775,0.354955,1
1,148180,0.211300,1.119258,0.333305,1
1,339943,0.195650,1.022921,0.314742,1
1,723469,0.159700,1.893830,0.268392,1
1,1141861,0.138200,0.941900,0.238202,1
1,130747,0.126800,1.095070,0.221444,1
1,287644,0.126750,0.213898,0.221369,1
1,618871,0.103500,0.120131,0.185575,1
1,270211,0.081000,0.095347,0.148878,1
1,1019830,0.078700,0.668672,0.145013,1
1,1002397,0.075850,1.002272,0.140194,1
1,1159294,0.066300,0.021320,0.123809,1
1,549139,0.063850,0.881404,0.119546,1
1,1194160,0.061500,1.826213,0.115435,1
1,775768,0.059500,0.227030,0.111919,1
1,932665,0.056950,0.148192,0.107413,1
1,740902,0.014150,0.386370,0.027900,1
