Generation,Position,Frequency,Effect,Heterozygosity,Origin
1,900840,0.999750,0.637859,0.000500,1
1,115909,0.997550,0.894979,0.004888,1
1,994381,0.986300,0.267414,0.027025,1
1,209450,0.979250,1.052361,0.040639,1
1,522609,0.974750,0.187874,0.049225,1
1,929309,0.968400,0.780591,0.061203,1
1,453470,0.963200,0.769438,0.070892,1
1,490073,0.956600,0.099260,0.083033,1
1,1213999,0.956100,0.594411,0.083946,1
1,473805,0.955150,0.874866,0.085677,1
1,681222,0.953450,1.397702,0.088766,1
1,1189597,0.951350,0.872682,0.092566,1
1,644619,0.944050,1.994654,0.105639,1
1,1152994,0.934150,0.622390,0.123028,1
1,933376,0.931450,0.464157,0.127702,1
1,908974,0.930450,1.773942,0.129426,1
1,54904,0.926300,0.064207,0.136537,1
1,583614,0.922500,0.272360,0.142988,1
1,457537,0.921200,1.940548,0.145181,1
1,786964,0.917500,0.168188,0.151388,1
1,404666,0.917200,0.032188,0.151888,1
1,465671,0.917200,1.681468,0.151888,1
1,461604,0.912100,0.369046,0.160347,1
1,534810,0.904100,2.936190,0.173406,1
1,30502,0.896100,2.521813,0.186210,1
1,144378,0.894000,0.410040,0.189528,1
1,172847,0.892800,0.135250,0.191416,1
1,563279,0.888500,0.655704,0.198136,1
1,1218066,0.888100,1.220553,0.198757,1
1,1022850,0.887450,0.003881,0.199765,1
1,335527,0.886650,0.129812,0.201004,1
1,83373,0.869350,0.010557,0.227161,1
1,1055386,0.866650,4.734220,0.231136,1
1,510408,0.863950,0.018746,0.235081,1
1,978113,0.860200,1.657900,0.240512,1
1,298924,0.854300,1.307051,0.248943,1
1,803232,0.848750,3.104329,0.256747,1
1,307058,0.848200,0.882471,0.257514,1
1,124043,0.846100,1.077599,0.260430,1
1,965912,0.844600,2.263278,0.262502,1
1,258254,0.843150,1.105654,0.264496,1
1,449403,0.841700,1.836397,0.266482,1
1,351795,0.841150,0.029681,0.267233,1
1,652753,0.840650,0.182975,0.267915,1
1,1075721,0.834200,2.380823,0.276621,1
1,868304,0.833500,1.495110,0.277555,1
1,241986,0.830500,0.243273,0.281539,1
1,99641,0.828800,0.137884,0.283781,1
1,1193664,0.826100,1.515615,0.287318,1
1,193182,0.824900,1.598834,0.288880,1
1,437202,0.818750,5.944860,0.296797,1
1,880505,0.817450,0.399703,0.298451,1
