Generation,Position,Frequency,Effect,Heterozygosity,Origin
1,91522,0.996750,2.521813,0.006479,1
1,457612,0.979450,2.789679,0.040255,1
1,433206,0.958950,0.410040,0.078730,1
1,1189792,0.954450,0.151503,0.086950,1
1,384394,0.947100,1.325023,0.100203,1
1,323379,0.920600,1.043795,0.146191,1
1,750484,0.915800,0.870042,0.154221,1
1,1055559,0.911800,0.029681,0.160842,1
1,982341,0.907400,0.129134,0.168050,1
1,848108,0.906300,0.369020,0.169841,1
1,799296,0.896200,2.374371,0.186051,1
1,579642,0.892300,1.598834,0.192201,1
1,103725,0.875250,0.899229,0.218375,1
1,482018,0.873950,3.115992,0.220323,1
1,616251,0.863950,0.091562,0.235081,1
1,713875,0.863250,0.357971,0.236099,1
1,152537,0.849550,0.702125,0.255630,1
1,128131,0.844000,3.317165,0.263328,1
1,1079965,0.841150,1.369155,0.267233,1
1,1043356,0.836200,0.291025,0.273939,1
1,628454,0.816500,1.052361,0.299656,1
1,176943,0.811850,3.644215,0.305499,1
1,835905,0.808700,0.952050,0.309409,1
1,335582,0.793050,0.002022,0.328243,1
1,1177589,0.783300,0.382449,0.339482,1
1,42710,0.781200,0.285951,0.341853,1
1,909123,0.771650,0.026530,0.352413,1
1,811499,0.767450,0.732797,0.356941,1
1,604048,0.749050,2.974441,0.375948,1
1,823702,0.742950,0.592739,0.381951,1
1,921326,0.736550,0.882471,0.388088,1
1,506424,0.724950,0.463296,0.398795,1
1,396597,0.715000,0.194983,0.407550,1
1,6101,0.703800,0.088816,0.416931,1
1,408800,0.681300,0.512121,0.434261,1
1,652860,0.679650,0.944271,0.435452,1
1,1165386,0.673850,0.131354,0.439552,1
1,1018950,0.664900,0.369664,0.445616,1
1,1067762,0.656400,2.125764,0.451078,1
1,555236,0.647950,0.478050,0.456222,1
1,1031153,0.613500,0.913207,0.474235,1
1,860311,0.591150,0.242968,0.483383,1
1,201349,0.581800,3.544628,0.486618,1
1,67116,0.578850,0.869496,0.487565,1
1,677266,0.575800,0.817386,0.488509,1
1,286770,0.550000,1.797365,0.495000,1
1,787093,0.549350,0.831067,0.495129,1
1,957935,0.546500,0.046118,0.495675,1
1,140334,0.530200,0.221578,0.498176,1
1,1116574,0.521150,2.691275,0.499105,1
1,359988,0.493200,0.142778,0.499908,1
1,494221,0.484850,1.263818,0.499541,1
1,469815,0.480300,0.922467,0.499224,1
1,970138,0.443700,0.464923,0.493661,1
1,225755,0.432800,1.320872,0.490968,1
1,591845,0.427050,2.094910,0.489357,1
1,1153183,0.402550,0.112815,0.481007,1
1,665063,0.388800,0.547342,0.475269,1
1,30507,0.387100,0.299654,0.474507,1
1,274567,0.380950,0.842403,0.471654,1
1,640657,0.359850,2.397695,0.460716,1
1,298973,0.354900,0.137884,0.457892,1
1,54913,0.351150,0.153675,0.455687,1
1,726078,0.343650,0.243273,0.451109,1
1,774890,0.329450,1.105654,0.441825,1
1,164740,0.315700,0.064207,0.432067,1
1,79319,0.309200,1.142787,0.427191,1
1,945732,0.273150,0.699327,0.397078,1
1,237958,0.270900,1.263612,0.395026,1
1,762687,0.263400,3.516298,0.388041,1
1,372191,0.252250,1.077599,0.377240,1
1,933529,0.246500,0.463097,0.371476,1
1,530830,0.241250,0.249772,0.366097,1
1,421003,0.232850,3.117695,0.357262,1
1,872514,0.232750,2.024617,0.357155,1
1,543033,0.221500,1.638228,0.344876,1
1,518627,0.215400,0.135250,0.338006,1
1,701672,0.194750,0.075194,0.313645,1
1,445409,0.179300,1.119498,0.294303,1
1,262364,0.173750,1.012883,0.287122,1
1,1092168,0.173300,0.876784,0.286534,1
1,347785,0.168400,0.894979,0.280083,1
1,738281,0.163650,0.217771,0.273737,1
1,1140980,0.154000,0.770957,0.260568,1
1,896920,0.133300,1.307051,0.231062,1
1,689469,0.126500,0.242127,0.220995,1
1,115928,0.117950,2.562669,0.208076,1
1,1201995,0.101000,0.161110,0.181598,1
1,1006747,0.100050,0.129812,0.180080,1
1,250161,0.095150,0.010557,0.172193,1
1,1214198,0.091350,0.032188,0.166010,1
1,213552,0.088750,1.164380,0.161747,1
1,994544,0.050750,1.330216,0.096349,1
1,884717,0.049000,0.241749,0.093198,1
1,1104371,0.034250,0.319310,0.066154,1
1,18304,0.026950,0.101983,0.052447,1
1,567439,0.020150,1.160179,0.039488,1
1,311176,0.017100,0.568177,0.033615,1
1,189146,0.008350,0.097437,0.016561,1
1,1128777,0.005850,0.217211,0.011632,1
