Generation,Position,Frequency,Effect,Heterozygosity,Origin
1,205383,0.989450,0.016483,0.020877,1
1,319259,0.989000,1.485838,0.021758,1
1,1136726,0.984150,1.097822,0.031198,1
1,404666,0.982800,0.592516,0.033808,1
1,892706,0.976000,0.195528,0.046848,1
1,335527,0.975450,0.333771,0.047895,1
1,469738,0.970200,0.361087,0.057824,1
1,274522,0.963900,0.304440,0.069594,1
1,514475,0.961950,0.268328,0.073204,1
1,925242,0.956800,1.392817,0.082668,1
1,758495,0.947000,1.239488,0.100382,1
1,416867,0.941700,0.455321,0.109802,1
1,473805,0.938400,1.218735,0.115611,1
1,1209932,0.935750,1.233237,0.120244,1
1,18301,0.933250,1.890630,0.124589,1
1,721892,0.912900,1.613623,0.159027,1
1,1010649,0.910700,0.680262,0.162651,1
1,734093,0.906850,1.464368,0.168946,1
1,30502,0.905200,6.392057,0.171626,1
1,148445,0.902000,0.022710,0.176792,1
1,738160,0.901700,0.534351,0.177274,1
1,831701,0.900750,0.729899,0.178799,1
1,978113,0.900150,1.757466,0.179760,1
1,961845,0.897750,1.113484,0.183590,1
1,107775,0.893950,0.201880,0.189607,1
1,900840,0.889550,3.350047,0.196502,1
1,819500,0.888100,0.103271,0.198757,1
1,180981,0.886600,0.756542,0.201081,1
1,1197731,0.881250,0.062554,0.209297,1
1,1059453,0.875900,0.024764,0.217398,1
1,640552,0.875550,0.403859,0.217924,1
1,1112324,0.874950,0.349743,0.218825,1
1,1201798,0.872000,0.371495,0.223232,1
1,1193664,0.867300,4.025444,0.230181,1
1,355862,0.864300,1.131229,0.234571,1
1,669021,0.863750,2.097469,0.235372,1
1,372130,0.857450,0.092383,0.244459,1
1,791031,0.855100,0.369302,0.247808,1
1,982180,0.854950,1.961922,0.248021,1
1,327393,0.853750,1.482160,0.249722,1
1,144378,0.847450,1.085156,0.258557,1
1,974046,0.843950,4.360512,0.263397,1
1,1213999,0.843300,0.585189,0.264290,1
1,58971,0.833550,0.342297,0.277489,1
1,176914,0.831850,2.807018,0.279751,1
1,1087922,0.824200,1.559330,0.289789,1
1,453470,0.824000,0.191556,0.290048,1
1,526676,0.820250,1.328305,0.294880,1
1,339594,0.818600,0.514480,0.296988,1
